MULTI-THREADING THREAD 2 SIMULATION TABLE
Task #      Echelon      Priority      Request Code      Total Time      Start Time      End Time
 1194)      3             4            20438             8223ms           8932730ms       8940953ms
 1195)      3             4            37444             8579ms           8941003ms       8949582ms
 1196)      3             4            10346            12520ms           8949632ms       8962152ms
 1197)      3             4            19732             6479ms           8962202ms       8968681ms
 1198)      3             4            10660             8484ms           8968731ms       8977215ms
 1199)      3             4             4525              490ms           8977265ms       8977755ms
 1200)      3             4            20772            10230ms           8977805ms       8988035ms
 1201)      3             4            27023             6832ms           8988085ms       8994917ms
 1202)      3             4            64270            10939ms           8994967ms       9005906ms
 1203)      3             4            31194            10368ms           9005956ms       9016324ms
 1204)      3             4            58964             9197ms           9016374ms       9025571ms
 1205)      3             4            32317            14861ms           9025621ms       9040482ms
 1206)      3             4            61545            11818ms           9040532ms       9052350ms
 1207)      3             4            13443             1456ms           9052400ms       9053856ms
 1208)      3             4            56111             1055ms           9053906ms       9054961ms
 1209)      3             4            64471            13535ms           9055011ms       9068546ms
 1210)      3             4            58752            13273ms           9068596ms       9081869ms
 1211)      3             5            39643            10690ms           9081919ms       9092609ms
 1212)      3             5            31353             2518ms           9092659ms       9095177ms
 1213)      3             5            52170             8961ms           9095227ms       9104188ms
 1214)      3             5             4902             5249ms           9104238ms       9109487ms
 1215)      3             5            10694             4318ms           9109537ms       9113855ms
 1216)      3             5            47515             4768ms           9113905ms       9118673ms
 1217)      3             5            48514             1434ms           9118723ms       9120157ms
 1218)      3             5            55608              459ms           9120207ms       9120666ms
 1219)      3             5            37251             5473ms           9120716ms       9126189ms
 1220)      3             5            35104             4628ms           9126239ms       9130867ms
 1221)      3             5            18425            11755ms           9130917ms       9142672ms
 1222)      3             5            58933             6442ms           9142722ms       9149164ms
 1223)      3             5            52355             7300ms           9149214ms       9156514ms
 1224)      3             5            16238            13209ms           9156564ms       9169773ms
 1225)      3             5            19016            12470ms           9169823ms       9182293ms
 1226)      3             5            54999             4314ms           9182343ms       9186657ms
 1227)      3             5            52212             9908ms           9186707ms       9196615ms
 1228)      3             5            47165             1715ms           9196665ms       9198380ms
 1229)      3             5            44882             6045ms           9198430ms       9204475ms
 1230)      3             5              698             9880ms           9204525ms       9214405ms
 1231)      3             5            50486             3206ms           9214455ms       9217661ms
 1232)      3             5            61137              719ms           9217711ms       9218430ms
 1233)      3             5            55209            15169ms           9218480ms       9233649ms
 1234)      3             5            55978             4071ms           9233699ms       9237770ms
 1235)      3             5            13517            14383ms           9237820ms       9252203ms
 1236)      3             5            50865             5249ms           9252253ms       9257502ms
 1237)      3             5            58916            16841ms           9257552ms       9274393ms
 1238)      3             5            42672            10844ms           9274443ms       9285287ms
 1239)      3             5            51244             3799ms           9285337ms       9289136ms
 1240)      3             5            29696            13686ms           9289186ms       9302872ms
 1241)      3             5            53454             3010ms           9302922ms       9305932ms
 1242)      3             5            20540             8750ms           9305982ms       9314732ms
 1243)      3             5            43890             6394ms           9314782ms       9321176ms
 1244)      3             5            45875             3546ms           9321226ms       9324772ms
 1245)      3             5            18372             9979ms           9324822ms       9334801ms
 1246)      3             5            20641             1721ms           9334851ms       9336572ms
 1247)      3             5            42749             9960ms           9336622ms       9346582ms
 1248)      3             5            40438             4881ms           9346632ms       9351513ms
 1249)      3             5            34934             4436ms           9351563ms       9355999ms
 1250)      3             5            36079            13744ms           9356049ms       9369793ms
 1251)      3             5            16336              961ms           9369843ms       9370804ms
 1252)      3             5            10423             8947ms           9370854ms       9379801ms
 1253)      3             5            35385            12359ms           9379851ms       9392210ms
 1254)      3             5            53404             5151ms           9392260ms       9397411ms
 1255)      3             5            46291            15596ms           9397461ms       9413057ms
 1256)      3             5            51740            15621ms           9413107ms       9428728ms
 1257)      3             5            61514             3391ms           9428778ms       9432169ms
 1258)      3             5             2425             8535ms           9432219ms       9440754ms
 1259)      3             5            33628            14933ms           9440804ms       9455737ms
 1260)      3             5            13618            10370ms           9455787ms       9466157ms
 1261)      3             5            53528            16710ms           9466207ms       9482917ms
 1262)      3             5            64715            10851ms           9482967ms       9493818ms
 1263)      3             5            45104              239ms           9493868ms       9494107ms
 1264)      3             5            19740             1985ms           9494157ms       9496142ms
 1265)      3             6            36085             4339ms           9496192ms       9500531ms
 1266)      3             6            52972             9025ms           9500581ms       9509606ms
 1267)      3             6            34739             5322ms           9509656ms       9514978ms
 1268)      3             6            15163             4121ms           9515028ms       9519149ms
 1269)      3             6             1076             6753ms           9519199ms       9525952ms
 1270)      3             6            10822            13072ms           9526002ms       9539074ms
 1271)      3             6            45864             4100ms           9539124ms       9543224ms
 1272)      3             6            33067             1516ms           9543274ms       9544790ms
 1273)      3             6            64415            13694ms           9544840ms       9558534ms
 1274)      3             6            53650             1791ms           9558584ms       9560375ms
 1275)      3             6            46154              299ms           9560425ms       9560724ms
 1276)      3             6            21269             3008ms           9560774ms       9563782ms
 1277)      3             6            60102            11482ms           9563832ms       9575314ms
 1278)      3             6            29658             5940ms           9575364ms       9581304ms
 1279)      3             6            63379             7091ms           9581354ms       9588445ms
 1280)      3             6            37860             6204ms           9588495ms       9594699ms
 1281)      3             6            31588            11698ms           9594749ms       9606447ms
 1282)      3             6            50250            10545ms           9606497ms       9617042ms
 1283)      3             6            42455            11636ms           9617092ms       9628728ms
 1284)      3             6            11878             5173ms           9628778ms       9633951ms
 1285)      3             6            45160             9430ms           9634001ms       9643431ms
 1286)      3             6            47074            10693ms           9643481ms       9654174ms
 1287)      3             6            17746             3719ms           9654224ms       9657943ms
 1288)      3             6            60291            11159ms           9657993ms       9669152ms
 1289)      3             6             7539            14750ms           9669202ms       9683952ms
 1290)      3             6            49862             6106ms           9684002ms       9690108ms
 1291)      3             6            63409            12533ms           9690158ms       9702691ms
 1292)      3             6              807            12046ms           9702741ms       9714787ms
 1293)      3             6            23778             4199ms           9714837ms       9719036ms
 1294)      3             6            15391             1332ms           9719086ms       9720418ms
 1295)      3             6            64516             4304ms           9720468ms       9724772ms
 1296)      3             6            18399             4363ms           9724822ms       9729185ms
 1297)      3             6            23665             3783ms           9729235ms       9733018ms
 1298)      3             6            61254             5446ms           9733068ms       9738514ms
 1299)      3             6            60140             3501ms           9738564ms       9742065ms
 1300)      3             6            35373             5274ms           9742115ms       9747389ms
 1301)      3             6            25144             9080ms           9747439ms       9756519ms
 1302)      3             6            36486             3041ms           9756569ms       9759610ms
 1303)      3             6            60242             4685ms           9759660ms       9764345ms
 1304)      3             6            51212             2896ms           9764395ms       9767291ms
 1305)      3             6            16803             4247ms           9767341ms       9771588ms
 1306)      3             6            24836             9647ms           9771638ms       9781285ms
 1307)      3             6             7981             8485ms           9781335ms       9789820ms
 1308)      3             6            43364             4789ms           9789870ms       9794659ms
 1309)      3             6            47724             8584ms           9794709ms       9803293ms
 1310)      3             6            58636             8494ms           9803343ms       9811837ms
 1311)      3             6            18221             2348ms           9811887ms       9814235ms
 1312)      3             7            12288             3293ms           9814285ms       9817578ms
 1313)      3             7            60126             9323ms           9817628ms       9826951ms
 1314)      3             7            27269             2468ms           9827001ms       9829469ms
 1315)      3             7            39189             2014ms           9829519ms       9831533ms
 1316)      3             7            65138            12473ms           9831583ms       9844056ms
 1317)      3             7            50741            14662ms           9844106ms       9858768ms
 1318)      3             7            59903             2226ms           9858818ms       9861044ms
 1319)      3             7            11027            12047ms           9861094ms       9873141ms
 1320)      3             7            21577             9362ms           9873191ms       9882553ms
 1321)      3             7            44984             7963ms           9882603ms       9890566ms
 1322)      3             7            44701             4613ms           9890616ms       9895229ms
 1323)      3             7             6624             3187ms           9895279ms       9898466ms
 1324)      3             7             6657            14954ms           9898516ms       9913470ms
 1325)      3             7            36331            12178ms           9913520ms       9925698ms
 1326)      3             7            56497              415ms           9925748ms       9926163ms
 1327)      3             7            28982            17297ms           9926213ms       9943510ms
 1328)      3             7             9246            11943ms           9943560ms       9955503ms
 1329)      3             7            21863            15789ms           9955553ms       9971342ms
 1330)      3             7            17678            14263ms           9971392ms       9985655ms
 1331)      3             7            61614             5892ms           9985705ms       9991597ms
 1332)      3             7            18770             4091ms           9991647ms       9995738ms
 1333)      3             7            36084            11601ms           9995788ms      10007389ms
 1334)      3             7            39831            11170ms          10007439ms      10018609ms
 1335)      3             7            57032            12199ms          10018659ms      10030858ms
 1336)      3             7            60389             7001ms          10030908ms      10037909ms
 1337)      3             7            54758            16432ms          10037959ms      10054391ms
 1338)      3             7            50465             4757ms          10054441ms      10059198ms
 1339)      3             7            21510             7547ms          10059248ms      10066795ms
 1340)      3             7            20154            12389ms          10066845ms      10079234ms
 1341)      3             7            37500             3709ms          10079284ms      10082993ms
 1342)      3             7            27797            11270ms          10083043ms      10094313ms
 1343)      3             7            47022             5029ms          10094363ms      10099392ms
 1344)      3             7            27329            14815ms          10099442ms      10114257ms
 1345)      3             7             6758             6320ms          10114307ms      10120627ms
 1346)      3             7            34808             1213ms          10120677ms      10121890ms
 1347)      3             7            45217            13973ms          10121940ms      10135913ms
 1348)      3             7            63460             9197ms          10135963ms      10145160ms
 1349)      3             7            52790            14544ms          10145210ms      10159754ms
 1350)      3             7            59226             2098ms          10159804ms      10161902ms
 1351)      3             7            64347            11411ms          10161952ms      10173363ms
 1352)      3             7            16479              626ms          10173413ms      10174039ms
 1353)      3             7            19531             3415ms          10174089ms      10177504ms
 1354)      3             7            17854             2971ms          10177554ms      10180525ms
 1355)      3             7            63861             6177ms          10180575ms      10186752ms
 1356)      3             7            38022            13848ms          10186802ms      10200650ms
 1357)      3             7            32113            13100ms          10200700ms      10213800ms
 1358)      3             7            31905            10327ms          10213850ms      10224177ms
 1359)      3             7            53354            10211ms          10224227ms      10234438ms
 1360)      3             7            36022             8507ms          10234488ms      10242995ms
 1361)      3             7            35496              365ms          10243045ms      10243410ms
 1362)      3             8             3768             4940ms          10243460ms      10248400ms
 1363)      3             8             3210             2759ms          10248450ms      10251209ms
 1364)      3             8              949             3131ms          10251259ms      10254390ms
 1365)      3             8            37680            13238ms          10254440ms      10267678ms
 1366)      3             8            15129             9827ms          10267728ms      10277555ms
 1367)      3             8            15409             8325ms          10277605ms      10285930ms
 1368)      3             8            40775             7136ms          10285980ms      10293116ms
 1369)      3             8            36886             9101ms          10293166ms      10302267ms
 1370)      3             8            18113             7786ms          10302317ms      10310103ms
 1371)      3             8             4886             4251ms          10310153ms      10314404ms
 1372)      3             8            45838             6789ms          10314454ms      10321243ms
 1373)      3             8            17535              700ms          10321293ms      10321993ms
 1374)      3             8             8152             7388ms          10322043ms      10329431ms
 1375)      3             8            42228             8751ms          10329481ms      10338232ms
 1376)      3             8            57791             1253ms          10338282ms      10339535ms
 1377)      3             8            64942             4428ms          10339585ms      10344013ms
 1378)      3             8            60447              563ms          10344063ms      10344626ms
 1379)      3             8            49738             9633ms          10344676ms      10354309ms
 1380)      3             8            32693            12220ms          10354359ms      10366579ms
 1381)      3             8            14120             7918ms          10366629ms      10374547ms
 1382)      3             8            47642            12319ms          10374597ms      10386916ms
 1383)      3             8            40789             9300ms          10386966ms      10396266ms
 1384)      3             8            60623             7761ms          10396316ms      10404077ms
 1385)      3             8             2506             6830ms          10404127ms      10410957ms
 1386)      3             8             9571             4138ms          10411007ms      10415145ms
 1387)      3             8            58024             5123ms          10415195ms      10420318ms
 1388)      3             8            40073             7241ms          10420368ms      10427609ms
 1389)      3             8            55433             4233ms          10427659ms      10431892ms
 1390)      3             8              646            12911ms          10431942ms      10444853ms
 1391)      3             8            62796            10130ms          10444903ms      10455033ms
 1392)      3             8            64221             9851ms          10455083ms      10464934ms
 1393)      3             8             9350             7072ms          10464984ms      10472056ms
 1394)      3             8             4156             2163ms          10472106ms      10474269ms
 1395)      3             8            42940            13978ms          10474319ms      10488297ms
 1396)      3             8            15236            13028ms          10488347ms      10501375ms
 1397)      3             8            19376             1235ms          10501425ms      10502660ms
 1398)      3             8            19023             7790ms          10502710ms      10510500ms
 1399)      3             8            57484             6920ms          10510550ms      10517470ms
 1400)      3             8            62247             8995ms          10517520ms      10526515ms
 1401)      3             8            26467             3986ms          10526565ms      10530551ms
 1402)      3             8            54841             8334ms          10530601ms      10538935ms
 1403)      3             8            56536            13017ms          10538985ms      10552002ms
 1404)      3             8            11030             9236ms          10552052ms      10561288ms
 1405)      3             8            26386            10053ms          10561338ms      10571391ms
 1406)      3             8             2884             1105ms          10571441ms      10572546ms
 1407)      3             8            21613             6552ms          10572596ms      10579148ms
 1408)      3             9            15163             3750ms          10579198ms      10582948ms
 1409)      3             9            18565            14078ms          10582998ms      10597076ms
 1410)      3             9            33300             7082ms          10597126ms      10604208ms
 1411)      3             9            40884             3592ms          10604258ms      10607850ms
 1412)      3             9            61696            12607ms          10607900ms      10620507ms
 1413)      3             9             1141             2450ms          10620557ms      10623007ms
 1414)      3             9            21744             9255ms          10623057ms      10632312ms
 1415)      3             9             5283             5159ms          10632362ms      10637521ms
 1416)      3             9            53282             2551ms          10637571ms      10640122ms
 1417)      3             9            50398             8249ms          10640172ms      10648421ms
 1418)      3             9            46339             4841ms          10648471ms      10653312ms
 1419)      3             9            22514            11788ms          10653362ms      10665150ms
 1420)      3             9            36510             8603ms          10665200ms      10673803ms
 1421)      3             9            39759            10577ms          10673853ms      10684430ms
 1422)      3             9            42169            15894ms          10684480ms      10700374ms
 1423)      3             9            29046             9389ms          10700424ms      10709813ms
 1424)      3             9             3050            14693ms          10709863ms      10724556ms
 1425)      3             9            36429             7615ms          10724606ms      10732221ms
 1426)      3             9            55711            12276ms          10732271ms      10744547ms
 1427)      3             9              879            13585ms          10744597ms      10758182ms
 1428)      3             9             2033             1774ms          10758232ms      10760006ms
 1429)      3             9            56169             3703ms          10760056ms      10763759ms
 1430)      3             9            42203             5495ms          10763809ms      10769304ms
 1431)      3             9            52394             7511ms          10769354ms      10776865ms
 1432)      3             9            30287             1955ms          10776915ms      10778870ms
 1433)      3             9            47057            14859ms          10778920ms      10793779ms
 1434)      3             9            29550            10634ms          10793829ms      10804463ms
 1435)      3             9              151            13456ms          10804513ms      10817969ms
 1436)      3             9            35669            11736ms          10818019ms      10829755ms
 1437)      3             9            36208             4766ms          10829805ms      10834571ms
 1438)      3             9            49174             8093ms          10834621ms      10842714ms
 1439)      3             9            64239             9238ms          10842764ms      10852002ms
 1440)      3             9            11515             6683ms          10852052ms      10858735ms
 1441)      3             9            61803             1650ms          10858785ms      10860435ms
 1442)      3             9            33440             2540ms          10860485ms      10863025ms
 1443)      3             9            39266            12031ms          10863075ms      10875106ms
 1444)      3             9            46441             1802ms          10875156ms      10876958ms
 1445)      3             9            64320             4724ms          10877008ms      10881732ms
 1446)      3             9            22566             3176ms          10881782ms      10884958ms
 1447)      3             9            17570             9635ms          10885008ms      10894643ms
 1448)      3            10            32605             2302ms          10894693ms      10896995ms
 1449)      3            10            10900             3992ms          10897045ms      10901037ms
 1450)      3            10            64106            14287ms          10901087ms      10915374ms
 1451)      3            10            46293             8118ms          10915424ms      10923542ms
 1452)      3            10            32952             5511ms          10923592ms      10929103ms
 1453)      3            10            58033             3429ms          10929153ms      10932582ms
 1454)      3            10            41260             3591ms          10932632ms      10936223ms
 1455)      3            10            33733             9690ms          10936273ms      10945963ms
 1456)      3            10             3643             2089ms          10946013ms      10948102ms
 1457)      3            10            15095             2780ms          10948152ms      10950932ms
 1458)      3            10            49187            13283ms          10950982ms      10964265ms
 1459)      3            10            21830             8694ms          10964315ms      10973009ms
 1460)      3            10            50923             5963ms          10973059ms      10979022ms
 1461)      3            10            46998             8578ms          10979072ms      10987650ms
 1462)      3            10             9044                1ms          10987700ms      10987701ms
 1463)      3            10            19600            11804ms          10987751ms      10999555ms
 1464)      3            10            55320             3173ms          10999605ms      11002778ms
 1465)      3            10            24104            17088ms          11002828ms      11019916ms
 1466)      3            10            26807            11384ms          11019966ms      11031350ms
 1467)      3            10            44333             8725ms          11031400ms      11040125ms
 1468)      3            10            65036            10225ms          11040175ms      11050400ms
 1469)      3            10            27958             8650ms          11050450ms      11059100ms
 1470)      3            10            61569            12758ms          11059150ms      11071908ms
 1471)      3            10            64908            13523ms          11071958ms      11085481ms
 1472)      3            10            26386             1273ms          11085531ms      11086804ms
 1473)      3            10            47915              302ms          11086854ms      11087156ms
 1474)      3            10             3713             6642ms          11087206ms      11093848ms
 1475)      3            10             7076             2118ms          11093898ms      11096016ms
 1476)      3            10             2766            10857ms          11096066ms      11106923ms
 1477)      3            10            28902            12763ms          11106973ms      11119736ms
 1478)      3            10            35511             6050ms          11119786ms      11125836ms
 1479)      3            10            60069             8845ms          11125886ms      11134731ms
 1480)      3            10             2096             5925ms          11134781ms      11140706ms
 1481)      3            10            38039             9494ms          11140756ms      11150250ms
 1482)      3            10             8873            13275ms          11150300ms      11163575ms
 1483)      3            10            48945             7771ms          11163625ms      11171396ms
 1484)      3            10            42703             3575ms          11171446ms      11175021ms
 1485)      3            10            47515              871ms          11175071ms      11175942ms
 1486)      3            10            15019             1863ms          11175992ms      11177855ms
 1487)      3            10            48894             9273ms          11177905ms      11187178ms
 1488)      3            10            64790             9778ms          11187228ms      11197006ms
 1489)      3            10            59408             3605ms          11197056ms      11200661ms
 1490)      3            10            11312            14988ms          11200711ms      11215699ms
 1491)      4             1            63493            13461ms          11215749ms      11229210ms
 1492)      4             1            24019            11395ms          11229260ms      11240655ms
 1493)      4             1            36277             7074ms          11240705ms      11247779ms
 1494)      4             1            52334             9240ms          11247829ms      11257069ms
 1495)      4             1            11550             5773ms          11257119ms      11262892ms
 1496)      4             1            25296             8281ms          11262942ms      11271223ms
 1497)      4             1            26926             8409ms          11271273ms      11279682ms
 1498)      4             1            31591            12822ms          11279732ms      11292554ms
 1499)      4             1            50992              792ms          11292604ms      11293396ms
 1500)      4             1            43915             2892ms          11293446ms      11296338ms
 1501)      4             1            24539             9990ms          11296388ms      11306378ms
 1502)      4             1             2104            11609ms          11306428ms      11318037ms
 1503)      4             1             7997            10798ms          11318087ms      11328885ms
 1504)      4             1            37924            11555ms          11328935ms      11340490ms
 1505)      4             1            18342             1322ms          11340540ms      11341862ms
 1506)      4             1            22740             6618ms          11341912ms      11348530ms
 1507)      4             1            11309            10332ms          11348580ms      11358912ms
 1508)      4             1            16164            11217ms          11358962ms      11370179ms
 1509)      4             1            63691             6353ms          11370229ms      11376582ms
 1510)      4             1            25313            15916ms          11376632ms      11392548ms
 1511)      4             1            24505            13055ms          11392598ms      11405653ms
 1512)      4             1              172             9833ms          11405703ms      11415536ms
 1513)      4             1            37540             4918ms          11415586ms      11420504ms
 1514)      4             1              715            16177ms          11420554ms      11436731ms
 1515)      4             1            10824             9374ms          11436781ms      11446155ms
 1516)      4             1            16832            12463ms          11446205ms      11458668ms
 1517)      4             1            30827             1707ms          11458718ms      11460425ms
 1518)      4             1            18436             9612ms          11460475ms      11470087ms
 1519)      4             1            29275            10348ms          11470137ms      11480485ms
 1520)      4             1            49401             1536ms          11480535ms      11482071ms
 1521)      4             1            22469            11953ms          11482121ms      11494074ms
 1522)      4             1             3350            12435ms          11494124ms      11506559ms
 1523)      4             1            18164            11730ms          11506609ms      11518339ms
 1524)      4             1            28069             2627ms          11518389ms      11521016ms
 1525)      4             1            22219             6839ms          11521066ms      11527905ms
 1526)      4             1            58569             9520ms          11527955ms      11537475ms
 1527)      4             1            21956             6855ms          11537525ms      11544380ms
 1528)      4             1            65258             7580ms          11544430ms      11552010ms
 1529)      4             1            55262            11238ms          11552060ms      11563298ms
 1530)      4             1            63413             2937ms          11563348ms      11566285ms
 1531)      4             1            17552             9274ms          11566335ms      11575609ms
 1532)      4             1            58100            13526ms          11575659ms      11589185ms
 1533)      4             1            58368            11069ms          11589235ms      11600304ms
 1534)      4             1            41429            13759ms          11600354ms      11614113ms
 1535)      4             1            28033            11530ms          11614163ms      11625693ms
 1536)      4             1            40644             6052ms          11625743ms      11631795ms
 1537)      4             1            56991             5405ms          11631845ms      11637250ms
 1538)      4             1            16637            12000ms          11637300ms      11649300ms
 1539)      4             1            12981             7894ms          11649350ms      11657244ms
 1540)      4             1             5497             2189ms          11657294ms      11659483ms
 1541)      4             1            55211            10442ms          11659533ms      11669975ms
 1542)      4             1            15402             9166ms          11670025ms      11679191ms
 1543)      4             1            36698             2790ms          11679241ms      11682031ms
 1544)      4             1            31174            11735ms          11682081ms      11693816ms
 1545)      4             1            63900            10394ms          11693866ms      11704260ms
 1546)      4             1            12247             8120ms          11704310ms      11712430ms
 1547)      4             1            49228            15903ms          11712480ms      11728383ms
 1548)      4             1            29288             8686ms          11728433ms      11737119ms
 1549)      4             2            18756             3804ms          11737169ms      11740973ms
 1550)      4             2            58709             1752ms          11741023ms      11742775ms
 1551)      4             2            38853             3663ms          11742825ms      11746488ms
 1552)      4             2            48869            15183ms          11746538ms      11761721ms
 1553)      4             2            30451             1104ms          11761771ms      11762875ms
 1554)      4             2            33785             4334ms          11762925ms      11767259ms
 1555)      4             2            25468             3098ms          11767309ms      11770407ms
 1556)      4             2            16018             5865ms          11770457ms      11776322ms
 1557)      4             2            63612             2785ms          11776372ms      11779157ms
 1558)      4             2            62580             8271ms          11779207ms      11787478ms
 1559)      4             2            18955             3307ms          11787528ms      11790835ms
 1560)      4             2            55408            15822ms          11790885ms      11806707ms
 1561)      4             2            51266            15862ms          11806757ms      11822619ms
 1562)      4             2             6046             9241ms          11822669ms      11831910ms
 1563)      4             2            26030             8319ms          11831960ms      11840279ms
 1564)      4             2            62788             1434ms          11840329ms      11841763ms
 1565)      4             2            32269            16689ms          11841813ms      11858502ms
 1566)      4             2            28421             5997ms          11858552ms      11864549ms
 1567)      4             2            56607            13839ms          11864599ms      11878438ms
 1568)      4             2            24372             2466ms          11878488ms      11880954ms
 1569)      4             2            13662             1239ms          11881004ms      11882243ms
 1570)      4             2            56738             6342ms          11882293ms      11888635ms
 1571)      4             2            36416             6741ms          11888685ms      11895426ms
 1572)      4             2            47695             5125ms          11895476ms      11900601ms
 1573)      4             2            25600             6191ms          11900651ms      11906842ms
 1574)      4             2            10418            12847ms          11906892ms      11919739ms
 1575)      4             2            37835             9048ms          11919789ms      11928837ms
 1576)      4             2             2373            11221ms          11928887ms      11940108ms
 1577)      4             2            58205             5841ms          11940158ms      11945999ms
 1578)      4             2            58677             6975ms          11946049ms      11953024ms
 1579)      4             2            41218            15207ms          11953074ms      11968281ms
 1580)      4             2            44155             6546ms          11968331ms      11974877ms
 1581)      4             2            39008             7914ms          11974927ms      11982841ms
 1582)      4             2            24712             5580ms          11982891ms      11988471ms
 1583)      4             2            13732            10373ms          11988521ms      11998894ms
 1584)      4             2             4368             3519ms          11998944ms      12002463ms
 1585)      4             2               28             5975ms          12002513ms      12008488ms
 1586)      4             2              729            15111ms          12008538ms      12023649ms
 1587)      4             2            15738            11980ms          12023699ms      12035679ms
 1588)      4             2            48777              856ms          12035729ms      12036585ms
 1589)      4             2            27119            10026ms          12036635ms      12046661ms
 1590)      4             2            35050             7550ms          12046711ms      12054261ms
 1591)      4             2            10333             3098ms          12054311ms      12057409ms
 1592)      4             2             8189             2045ms          12057459ms      12059504ms
 1593)      4             2            26912            11915ms          12059554ms      12071469ms
 1594)      4             2             3771             9803ms          12071519ms      12081322ms
 1595)      4             2            37250              579ms          12081372ms      12081951ms
 1596)      4             2            21320             9058ms          12082001ms      12091059ms
 1597)      4             2            22124            10532ms          12091109ms      12101641ms
 1598)      4             2            50717             7250ms          12101691ms      12108941ms
 1599)      4             2            30012            12267ms          12108991ms      12121258ms
 1600)      4             2              652             3449ms          12121308ms      12124757ms
 1601)      4             2            49168            14423ms          12124807ms      12139230ms
 1602)      4             2            63285            11106ms          12139280ms      12150386ms
 1603)      4             2            46311            13112ms          12150436ms      12163548ms
 1604)      4             2            46598             5602ms          12163598ms      12169200ms
 1605)      4             2            62267             6959ms          12169250ms      12176209ms
 1606)      4             2            43803              223ms          12176259ms      12176482ms
 1607)      4             2            41470            12327ms          12176532ms      12188859ms
 1608)      4             2            46369             7197ms          12188909ms      12196106ms
 1609)      4             2            33868             4056ms          12196156ms      12200212ms
 1610)      4             2             1371            12336ms          12200262ms      12212598ms
 1611)      4             2            13418             3225ms          12212648ms      12215873ms
 1612)      4             2            60234             3500ms          12215923ms      12219423ms
 1613)      4             2            65398            12314ms          12219473ms      12231787ms
 1614)      4             2            26629             9134ms          12231837ms      12240971ms
 1615)      4             2             3964             4489ms          12241021ms      12245510ms
 1616)      4             2            18976             5574ms          12245560ms      12251134ms
 1617)      4             2             4660             8891ms          12251184ms      12260075ms
 1618)      4             3            32228             8556ms          12260125ms      12268681ms
 1619)      4             3            28707             9458ms          12268731ms      12278189ms
 1620)      4             3            60869            12961ms          12278239ms      12291200ms
 1621)      4             3            55764            12966ms          12291250ms      12304216ms
 1622)      4             3            28717             8768ms          12304266ms      12313034ms
 1623)      4             3             2841             5531ms          12313084ms      12318615ms
 1624)      4             3            55551            15418ms          12318665ms      12334083ms
 1625)      4             3            44251              937ms          12334133ms      12335070ms
 1626)      4             3            23924             2225ms          12335120ms      12337345ms
 1627)      4             3            24084            13580ms          12337395ms      12350975ms
 1628)      4             3            12195            11345ms          12351025ms      12362370ms
 1629)      4             3            39574            12987ms          12362420ms      12375407ms
 1630)      4             3             8631             3217ms          12375457ms      12378674ms
 1631)      4             3            26993            12199ms          12378724ms      12390923ms
 1632)      4             3            20424             4095ms          12390973ms      12395068ms
 1633)      4             3            54591            10238ms          12395118ms      12405356ms
 1634)      4             3            47469             9084ms          12405406ms      12414490ms
 1635)      4             3            38257             2112ms          12414540ms      12416652ms
 1636)      4             3            58762             1647ms          12416702ms      12418349ms
 1637)      4             3            26386            13833ms          12418399ms      12432232ms
 1638)      4             3            62965             5599ms          12432282ms      12437881ms
 1639)      4             3            32686             7187ms          12437931ms      12445118ms
 1640)      4             3             7213             7343ms          12445168ms      12452511ms
 1641)      4             3            58604             4852ms          12452561ms      12457413ms
 1642)      4             3            30704             5157ms          12457463ms      12462620ms
 1643)      4             3            38434             7178ms          12462670ms      12469848ms
