MULTI-THREADING THREAD 2 SIMULATION TABLE
Task #      Echelon      Priority      Request Code      Total Time      Start Time      End Time
  610)      2             3            50207             4531ms           4489442ms       4493973ms
  611)      2             3            44943             9480ms           4494023ms       4503503ms
  612)      2             3            47509             3301ms           4503553ms       4506854ms
  613)      2             3            13888             3171ms           4506904ms       4510075ms
  614)      2             3            10808            16642ms           4510125ms       4526767ms
  615)      2             3            25292             4920ms           4526817ms       4531737ms
  616)      2             3            14174             4871ms           4531787ms       4536658ms
  617)      2             3            39301             9002ms           4536708ms       4545710ms
  618)      2             3            52237              826ms           4545760ms       4546586ms
  619)      2             3            20527            12028ms           4546636ms       4558664ms
  620)      2             3            47092             6270ms           4558714ms       4564984ms
  621)      2             3            57802            13843ms           4565034ms       4578877ms
  622)      2             3            64728             2078ms           4578927ms       4581005ms
  623)      2             3            60239             5562ms           4581055ms       4586617ms
  624)      2             3            32889            15989ms           4586667ms       4602656ms
  625)      2             3            21656             9370ms           4602706ms       4612076ms
  626)      2             3            42496              881ms           4612126ms       4613007ms
  627)      2             3            28334             9672ms           4613057ms       4622729ms
  628)      2             4            53873             2269ms           4622779ms       4625048ms
  629)      2             4            45078             5891ms           4625098ms       4630989ms
  630)      2             4            30476             2413ms           4631039ms       4633452ms
  631)      2             4            11303             9854ms           4633502ms       4643356ms
  632)      2             4            57899             8726ms           4643406ms       4652132ms
  633)      2             4             4048             4022ms           4652182ms       4656204ms
  634)      2             4            18977            12563ms           4656254ms       4668817ms
  635)      2             4             8318            12341ms           4668867ms       4681208ms
  636)      2             4            15039             6931ms           4681258ms       4688189ms
  637)      2             4             4305             1579ms           4688239ms       4689818ms
  638)      2             4            32891            12604ms           4689868ms       4702472ms
  639)      2             4            19104             1306ms           4702522ms       4703828ms
  640)      2             4            28405             2727ms           4703878ms       4706605ms
  641)      2             4            20397            10136ms           4706655ms       4716791ms
  642)      2             4            58321            17521ms           4716841ms       4734362ms
  643)      2             4            13871            11324ms           4734412ms       4745736ms
  644)      2             4            27224              933ms           4745786ms       4746719ms
  645)      2             4            47568            12874ms           4746769ms       4759643ms
  646)      2             4            48711             6560ms           4759693ms       4766253ms
  647)      2             4            17842             8894ms           4766303ms       4775197ms
  648)      2             4            56269            16281ms           4775247ms       4791528ms
  649)      2             4             9432             8940ms           4791578ms       4800518ms
  650)      2             4            53688             2996ms           4800568ms       4803564ms
  651)      2             4            45553             2033ms           4803614ms       4805647ms
  652)      2             4            12274             1923ms           4805697ms       4807620ms
  653)      2             4            38190            13009ms           4807670ms       4820679ms
  654)      2             4            60216            11035ms           4820729ms       4831764ms
  655)      2             4            53676             6568ms           4831814ms       4838382ms
  656)      2             4            20320            12420ms           4838432ms       4850852ms
  657)      2             4            57125            11924ms           4850902ms       4862826ms
  658)      2             4            15029             2928ms           4862876ms       4865804ms
  659)      2             4            55841             6355ms           4865854ms       4872209ms
  660)      2             4            36578             7495ms           4872259ms       4879754ms
  661)      2             4            20663            11849ms           4879804ms       4891653ms
  662)      2             4            22656             6949ms           4891703ms       4898652ms
  663)      2             4            35545              474ms           4898702ms       4899176ms
  664)      2             4            41728            13920ms           4899226ms       4913146ms
  665)      2             4             9870            15020ms           4913196ms       4928216ms
  666)      2             4            29437             7914ms           4928266ms       4936180ms
  667)      2             4            44938            11974ms           4936230ms       4948204ms
  668)      2             4            63082            14887ms           4948254ms       4963141ms
  669)      2             4             5815             2396ms           4963191ms       4965587ms
  670)      2             4            55049             2657ms           4965637ms       4968294ms
  671)      2             4            36540            15703ms           4968344ms       4984047ms
  672)      2             4            43665            13094ms           4984097ms       4997191ms
  673)      2             4            57499             7792ms           4997241ms       5005033ms
  674)      2             4            38823             2220ms           5005083ms       5007303ms
  675)      2             4             3066            11711ms           5007353ms       5019064ms
  676)      2             4            32878             7522ms           5019114ms       5026636ms
  677)      2             4            30166             2490ms           5026686ms       5029176ms
  678)      2             4             3062            16514ms           5029226ms       5045740ms
  679)      2             4            50925             2148ms           5045790ms       5047938ms
  680)      2             4            18314             2581ms           5047988ms       5050569ms
  681)      2             4            15075             9760ms           5050619ms       5060379ms
  682)      2             4            62554            11439ms           5060429ms       5071868ms
  683)      2             4            25286            12790ms           5071918ms       5084708ms
  684)      2             4            12296             8840ms           5084758ms       5093598ms
  685)      2             5             1008            12934ms           5093648ms       5106582ms
  686)      2             5            10990             7285ms           5106632ms       5113917ms
  687)      2             5             6227             7463ms           5113967ms       5121430ms
  688)      2             5             4425            16100ms           5121480ms       5137580ms
  689)      2             5            41060             4359ms           5137630ms       5141989ms
  690)      2             5            48352            13041ms           5142039ms       5155080ms
  691)      2             5            13408            10538ms           5155130ms       5165668ms
  692)      2             5             4567            14046ms           5165718ms       5179764ms
  693)      2             5            46709             7170ms           5179814ms       5186984ms
  694)      2             5            30260             3143ms           5187034ms       5190177ms
  695)      2             5            57476             1138ms           5190227ms       5191365ms
  696)      2             5            48071             7281ms           5191415ms       5198696ms
  697)      2             5            56266             9403ms           5198746ms       5208149ms
  698)      2             5            34070             5725ms           5208199ms       5213924ms
  699)      2             5            10295             9908ms           5213974ms       5223882ms
  700)      2             5            46598              319ms           5223932ms       5224251ms
  701)      2             5            28920             9628ms           5224301ms       5233929ms
  702)      2             5             2960             4054ms           5233979ms       5238033ms
  703)      2             5            62184            10672ms           5238083ms       5248755ms
  704)      2             5              564             1693ms           5248805ms       5250498ms
  705)      2             5            64001            14059ms           5250548ms       5264607ms
  706)      2             5             6126             1122ms           5264657ms       5265779ms
  707)      2             5            45661            10389ms           5265829ms       5276218ms
  708)      2             5            58621             1125ms           5276268ms       5277393ms
  709)      2             5            38795             4171ms           5277443ms       5281614ms
  710)      2             5            60997             3895ms           5281664ms       5285559ms
  711)      2             5            58977            11487ms           5285609ms       5297096ms
  712)      2             5            52130              986ms           5297146ms       5298132ms
  713)      2             5            16635             5044ms           5298182ms       5303226ms
  714)      2             5            21083               91ms           5303276ms       5303367ms
  715)      2             5            29902            10658ms           5303417ms       5314075ms
  716)      2             5            55174             1146ms           5314125ms       5315271ms
  717)      2             5              745             5902ms           5315321ms       5321223ms
  718)      2             5             6937             8317ms           5321273ms       5329590ms
  719)      2             5            44871             3434ms           5329640ms       5333074ms
  720)      2             5            28511            13604ms           5333124ms       5346728ms
  721)      2             5            45278            12153ms           5346778ms       5358931ms
  722)      2             5            53243             2577ms           5358981ms       5361558ms
  723)      2             5            51922             2308ms           5361608ms       5363916ms
  724)      2             5            54973             6899ms           5363966ms       5370865ms
  725)      2             5            25313             3247ms           5370915ms       5374162ms
  726)      2             5            12560            10048ms           5374212ms       5384260ms
  727)      2             5            28282             2287ms           5384310ms       5386597ms
  728)      2             5            48464             9455ms           5386647ms       5396102ms
  729)      2             5             5222            12107ms           5396152ms       5408259ms
  730)      2             5            36817             6358ms           5408309ms       5414667ms
  731)      2             5            53910             4226ms           5414717ms       5418943ms
  732)      2             5            61080            13642ms           5418993ms       5432635ms
  733)      2             5            18521             8807ms           5432685ms       5441492ms
  734)      2             5            32939             4503ms           5441542ms       5446045ms
  735)      2             5             5533            17331ms           5446095ms       5463426ms
  736)      2             5            35932            14306ms           5463476ms       5477782ms
  737)      2             5            33819            10718ms           5477832ms       5488550ms
  738)      2             5            51677             6723ms           5488600ms       5495323ms
  739)      2             5            14471             8850ms           5495373ms       5504223ms
  740)      2             5            62310            10345ms           5504273ms       5514618ms
  741)      2             6            60793            11768ms           5514668ms       5526436ms
  742)      2             6             4328             5042ms           5526486ms       5531528ms
  743)      2             6            13070            15216ms           5531578ms       5546794ms
  744)      2             6            56144             5049ms           5546844ms       5551893ms
  745)      2             6             5661             8570ms           5551943ms       5560513ms
  746)      2             6             1849             2725ms           5560563ms       5563288ms
  747)      2             6            23132             5567ms           5563338ms       5568905ms
  748)      2             6            56774              712ms           5568955ms       5569667ms
  749)      2             6            22281             1550ms           5569717ms       5571267ms
  750)      2             6            41761             8890ms           5571317ms       5580207ms
  751)      2             6            34938            13021ms           5580257ms       5593278ms
  752)      2             6            16885            12528ms           5593328ms       5605856ms
  753)      2             6            17374            10161ms           5605906ms       5616067ms
  754)      2             6             5534             7163ms           5616117ms       5623280ms
  755)      2             6            42647             6665ms           5623330ms       5629995ms
  756)      2             6            52358               26ms           5630045ms       5630071ms
  757)      2             6            34270              156ms           5630121ms       5630277ms
  758)      2             6            29789            11432ms           5630327ms       5641759ms
  759)      2             6            22609             7139ms           5641809ms       5648948ms
  760)      2             6            40515            13752ms           5648998ms       5662750ms
  761)      2             6              606             1811ms           5662800ms       5664611ms
  762)      2             6            44486            10184ms           5664661ms       5674845ms
  763)      2             6            13818            10732ms           5674895ms       5685627ms
  764)      2             6            36493            17501ms           5685677ms       5703178ms
  765)      2             6            12602             6777ms           5703228ms       5710005ms
  766)      2             6            33031             6357ms           5710055ms       5716412ms
  767)      2             6             6139             9341ms           5716462ms       5725803ms
  768)      2             6            17916             4628ms           5725853ms       5730481ms
  769)      2             6            62382             2066ms           5730531ms       5732597ms
  770)      2             6            34648            12445ms           5732647ms       5745092ms
  771)      2             6            42440             4267ms           5745142ms       5749409ms
  772)      2             6            43840             8801ms           5749459ms       5758260ms
  773)      2             6            24234             4524ms           5758310ms       5762834ms
  774)      2             6            60323            14141ms           5762884ms       5777025ms
  775)      2             6            25091            12898ms           5777075ms       5789973ms
  776)      2             6            44216             3339ms           5790023ms       5793362ms
  777)      2             6            18616            11443ms           5793412ms       5804855ms
  778)      2             6             3815             8152ms           5804905ms       5813057ms
  779)      2             6            47031             1668ms           5813107ms       5814775ms
  780)      2             6            59827             4868ms           5814825ms       5819693ms
  781)      2             6            62911            10305ms           5819743ms       5830048ms
  782)      2             6            53207            11563ms           5830098ms       5841661ms
  783)      2             6            37216             4453ms           5841711ms       5846164ms
  784)      2             6            12059             6302ms           5846214ms       5852516ms
  785)      2             6            33306             2148ms           5852566ms       5854714ms
  786)      2             6            18035            13075ms           5854764ms       5867839ms
  787)      2             6            14449             2267ms           5867889ms       5870156ms
  788)      2             6            20586             2961ms           5870206ms       5873167ms
  789)      2             6             5595            12009ms           5873217ms       5885226ms
  790)      2             6            58701            12140ms           5885276ms       5897416ms
  791)      2             6            51266             5723ms           5897466ms       5903189ms
  792)      2             6            11511            15221ms           5903239ms       5918460ms
  793)      2             6            34749            13507ms           5918510ms       5932017ms
  794)      2             6            26426             6985ms           5932067ms       5939052ms
  795)      2             7            59304             7726ms           5939102ms       5946828ms
  796)      2             7            12202             6766ms           5946878ms       5953644ms
  797)      2             7             5975            10522ms           5953694ms       5964216ms
  798)      2             7            37252             4520ms           5964266ms       5968786ms
  799)      2             7             3584             9463ms           5968836ms       5978299ms
  800)      2             7            34006            13559ms           5978349ms       5991908ms
  801)      2             7            56914            10674ms           5991958ms       6002632ms
  802)      2             7             7566             2416ms           6002682ms       6005098ms
  803)      2             7            59470            11998ms           6005148ms       6017146ms
  804)      2             7            15904            11743ms           6017196ms       6028939ms
  805)      2             7            62384              295ms           6028989ms       6029284ms
  806)      2             7             2100             7536ms           6029334ms       6036870ms
  807)      2             7             8157             5614ms           6036920ms       6042534ms
  808)      2             7            31654            10224ms           6042584ms       6052808ms
  809)      2             7            56232             3064ms           6052858ms       6055922ms
  810)      2             7            52148            11349ms           6055972ms       6067321ms
  811)      2             7              596             5787ms           6067371ms       6073158ms
  812)      2             7             8775            15656ms           6073208ms       6088864ms
  813)      2             7            13419             1379ms           6088914ms       6090293ms
  814)      2             7            19334            13852ms           6090343ms       6104195ms
  815)      2             7             8416              353ms           6104245ms       6104598ms
  816)      2             7            10704            12123ms           6104648ms       6116771ms
  817)      2             7            56923            11377ms           6116821ms       6128198ms
  818)      2             7            31495            10268ms           6128248ms       6138516ms
  819)      2             7            31512             3887ms           6138566ms       6142453ms
  820)      2             7            24028             3023ms           6142503ms       6145526ms
  821)      2             7            34028            11071ms           6145576ms       6156647ms
  822)      2             7            59304             9047ms           6156697ms       6165744ms
  823)      2             7            22262             8804ms           6165794ms       6174598ms
  824)      2             7            14401              454ms           6174648ms       6175102ms
  825)      2             7            65535             8336ms           6175152ms       6183488ms
  826)      2             7            50418            11117ms           6183538ms       6194655ms
  827)      2             7             7258             1495ms           6194705ms       6196200ms
  828)      2             7             1421             9799ms           6196250ms       6206049ms
  829)      2             7            27135             6152ms           6206099ms       6212251ms
  830)      2             7            46740             9282ms           6212301ms       6221583ms
  831)      2             7            11376             2182ms           6221633ms       6223815ms
  832)      2             7            50469             7475ms           6223865ms       6231340ms
  833)      2             7            33609             8105ms           6231390ms       6239495ms
  834)      2             7            18309             9500ms           6239545ms       6249045ms
  835)      2             7            34382            11129ms           6249095ms       6260224ms
  836)      2             7            65049            13020ms           6260274ms       6273294ms
  837)      2             8            29061             2908ms           6273344ms       6276252ms
  838)      2             8            55985             2336ms           6276302ms       6278638ms
  839)      2             8             4259             4841ms           6278688ms       6283529ms
  840)      2             8            64084              228ms           6283579ms       6283807ms
  841)      2             8            65242             5070ms           6283857ms       6288927ms
  842)      2             8            32267            13193ms           6288977ms       6302170ms
  843)      2             8            63167             2744ms           6302220ms       6304964ms
  844)      2             8            42333             3458ms           6305014ms       6308472ms
  845)      2             8             6356            11479ms           6308522ms       6320001ms
  846)      2             8            48451             8790ms           6320051ms       6328841ms
  847)      2             8            37788             7269ms           6328891ms       6336160ms
  848)      2             8            60946            11057ms           6336210ms       6347267ms
  849)      2             8            27148            11870ms           6347317ms       6359187ms
  850)      2             8             5303              228ms           6359237ms       6359465ms
  851)      2             8            21223            10659ms           6359515ms       6370174ms
  852)      2             8            34258             3130ms           6370224ms       6373354ms
  853)      2             8            37642             6070ms           6373404ms       6379474ms
  854)      2             8            42126             6794ms           6379524ms       6386318ms
  855)      2             8            14669             7607ms           6386368ms       6393975ms
  856)      2             8            61811             3346ms           6394025ms       6397371ms
  857)      2             8             2564             3507ms           6397421ms       6400928ms
  858)      2             8            46396             9911ms           6400978ms       6410889ms
  859)      2             8            41291            10179ms           6410939ms       6421118ms
  860)      2             8            13896             2059ms           6421168ms       6423227ms
  861)      2             8            63740             8324ms           6423277ms       6431601ms
  862)      2             8            46126            10965ms           6431651ms       6442616ms
  863)      2             8            51767             7167ms           6442666ms       6449833ms
  864)      2             8            41800             1558ms           6449883ms       6451441ms
  865)      2             8            10619             1250ms           6451491ms       6452741ms
  866)      2             8            46244            11222ms           6452791ms       6464013ms
  867)      2             8            35390            14873ms           6464063ms       6478936ms
  868)      2             8            18479             8622ms           6478986ms       6487608ms
  869)      2             8            23525             1370ms           6487658ms       6489028ms
  870)      2             8             3666             1788ms           6489078ms       6490866ms
  871)      2             8            27264             9297ms           6490916ms       6500213ms
  872)      2             8            62942            11895ms           6500263ms       6512158ms
  873)      2             8              861             3705ms           6512208ms       6515913ms
  874)      2             8            20707             4119ms           6515963ms       6520082ms
  875)      2             8             4454            15589ms           6520132ms       6535721ms
  876)      2             8             3436             9318ms           6535771ms       6545089ms
  877)      2             8            65506             4427ms           6545139ms       6549566ms
  878)      2             8            64893             5127ms           6549616ms       6554743ms
  879)      2             8            17329             2078ms           6554793ms       6556871ms
  880)      2             8            30605             9384ms           6556921ms       6566305ms
  881)      2             8            46918              967ms           6566355ms       6567322ms
  882)      2             8            45569            10003ms           6567372ms       6577375ms
  883)      2             8            27870            11918ms           6577425ms       6589343ms
  884)      2             8            60162            15326ms           6589393ms       6604719ms
  885)      2             8            48746             3177ms           6604769ms       6607946ms
  886)      2             8            27719              379ms           6607996ms       6608375ms
  887)      2             8            62378             6287ms           6608425ms       6614712ms
  888)      2             8             2406             3444ms           6614762ms       6618206ms
  889)      2             8            14269            11815ms           6618256ms       6630071ms
  890)      2             8            64611             7914ms           6630121ms       6638035ms
  891)      2             8            60335            16127ms           6638085ms       6654212ms
  892)      2             8            58176             5932ms           6654262ms       6660194ms
  893)      2             8            38561             5773ms           6660244ms       6666017ms
  894)      2             9            60770             1629ms           6666067ms       6667696ms
  895)      2             9            36998             6954ms           6667746ms       6674700ms
  896)      2             9            38204             3735ms           6674750ms       6678485ms
  897)      2             9             2482            10411ms           6678535ms       6688946ms
  898)      2             9            15459            10724ms           6688996ms       6699720ms
  899)      2             9            52991             7475ms           6699770ms       6707245ms
  900)      2             9            63459            11016ms           6707295ms       6718311ms
  901)      2             9            30960            16034ms           6718361ms       6734395ms
  902)      2             9            52970             3396ms           6734445ms       6737841ms
  903)      2             9             6074             2559ms           6737891ms       6740450ms
  904)      2             9            30529            12357ms           6740500ms       6752857ms
  905)      2             9            11380            15149ms           6752907ms       6768056ms
  906)      2             9            34857            10897ms           6768106ms       6779003ms
  907)      2             9             1738            11168ms           6779053ms       6790221ms
  908)      2             9            55360              220ms           6790271ms       6790491ms
  909)      2             9             5736            12786ms           6790541ms       6803327ms
  910)      2             9            44262             3994ms           6803377ms       6807371ms
  911)      2             9            10906             1260ms           6807421ms       6808681ms
  912)      2             9            65381             3571ms           6808731ms       6812302ms
  913)      2             9            12986             5354ms           6812352ms       6817706ms
  914)      2             9            32677             1642ms           6817756ms       6819398ms
  915)      2             9            31171             8098ms           6819448ms       6827546ms
  916)      2             9            54942             3898ms           6827596ms       6831494ms
  917)      2             9            43579             4229ms           6831544ms       6835773ms
  918)      2             9            60079               61ms           6835823ms       6835884ms
  919)      2             9            13315             1112ms           6835934ms       6837046ms
  920)      2             9            52002            13735ms           6837096ms       6850831ms
  921)      2             9             7029            14742ms           6850881ms       6865623ms
  922)      2             9            61117             5033ms           6865673ms       6870706ms
  923)      2             9            16196             9373ms           6870756ms       6880129ms
  924)      2             9            40834             9738ms           6880179ms       6889917ms
  925)      2             9            30784             7343ms           6889967ms       6897310ms
  926)      2             9            11134             1528ms           6897360ms       6898888ms
  927)      2             9            39215             1919ms           6898938ms       6900857ms
  928)      2             9            46475             1804ms           6900907ms       6902711ms
  929)      2             9            15068            14429ms           6902761ms       6917190ms
  930)      2             9            12810             5469ms           6917240ms       6922709ms
  931)      2             9            42075            15208ms           6922759ms       6937967ms
  932)      2             9            56317            10058ms           6938017ms       6948075ms
  933)      2             9            54920             1511ms           6948125ms       6949636ms
  934)      2             9            16623             7596ms           6949686ms       6957282ms
  935)      2             9            35460             6621ms           6957332ms       6963953ms
  936)      2             9            41793             6504ms           6964003ms       6970507ms
  937)      2             9            13667             4550ms           6970557ms       6975107ms
  938)      2             9             2615              418ms           6975157ms       6975575ms
  939)      2             9            28709            10567ms           6975625ms       6986192ms
  940)      2             9            59762              365ms           6986242ms       6986607ms
  941)      2             9            42512            14912ms           6986657ms       7001569ms
  942)      2             9            20944            14180ms           7001619ms       7015799ms
  943)      2             9            10356            14260ms           7015849ms       7030109ms
  944)      2             9            29822             4517ms           7030159ms       7034676ms
  945)      2             9             9360            12418ms           7034726ms       7047144ms
  946)      2            10            12810             3471ms           7047194ms       7050665ms
  947)      2            10            31515             6299ms           7050715ms       7057014ms
  948)      2            10            59730              580ms           7057064ms       7057644ms
  949)      2            10            54148             7132ms           7057694ms       7064826ms
  950)      2            10            26215             6136ms           7064876ms       7071012ms
  951)      2            10            47041            15123ms           7071062ms       7086185ms
  952)      2            10            17293            15746ms           7086235ms       7101981ms
  953)      2            10            48869            10629ms           7102031ms       7112660ms
  954)      2            10            28358            11719ms           7112710ms       7124429ms
  955)      2            10            14592             2308ms           7124479ms       7126787ms
  956)      2            10            41105             5410ms           7126837ms       7132247ms
  957)      2            10            48766            11210ms           7132297ms       7143507ms
  958)      2            10             9647             7174ms           7143557ms       7150731ms
  959)      2            10            13348            11184ms           7150781ms       7161965ms
  960)      2            10            11508            11379ms           7162015ms       7173394ms
  961)      2            10            30219             1438ms           7173444ms       7174882ms
  962)      2            10            33042             5522ms           7174932ms       7180454ms
  963)      2            10            43306            14639ms           7180504ms       7195143ms
  964)      2            10            49805             2824ms           7195193ms       7198017ms
  965)      2            10            38138             3474ms           7198067ms       7201541ms
  966)      2            10            60385             7428ms           7201591ms       7209019ms
  967)      2            10            35350             9197ms           7209069ms       7218266ms
  968)      2            10            32573             5903ms           7218316ms       7224219ms
  969)      2            10            22820             7587ms           7224269ms       7231856ms
  970)      2            10            44035             9518ms           7231906ms       7241424ms
  971)      2            10            11206             4079ms           7241474ms       7245553ms
  972)      2            10            19673             4135ms           7245603ms       7249738ms
  973)      2            10            34407             2555ms           7249788ms       7252343ms
  974)      2            10            43535            16319ms           7252393ms       7268712ms
  975)      2            10            17866            11647ms           7268762ms       7280409ms
  976)      2            10            22299             6303ms           7280459ms       7286762ms
  977)      2            10            27373             6875ms           7286812ms       7293687ms
  978)      2            10            12679             5991ms           7293737ms       7299728ms
  979)      2            10             4484             4126ms           7299778ms       7303904ms
  980)      2            10            48015             6918ms           7303954ms       7310872ms
  981)      2            10            53410            11729ms           7310922ms       7322651ms
  982)      2            10            44001             2605ms           7322701ms       7325306ms
  983)      2            10            56167             2177ms           7325356ms       7327533ms
  984)      2            10            54652            13592ms           7327583ms       7341175ms
  985)      2            10            64969             9004ms           7341225ms       7350229ms
  986)      2            10            37566              795ms           7350279ms       7351074ms
  987)      2            10            14219            11266ms           7351124ms       7362390ms
  988)      2            10            61244            14985ms           7362440ms       7377425ms
  989)      2            10            56255             8245ms           7377475ms       7385720ms
  990)      2            10            43098            14366ms           7385770ms       7400136ms
  991)      2            10            10559             1735ms           7400186ms       7401921ms
  992)      2            10            24453              685ms           7401971ms       7402656ms
  993)      2            10            48722             6287ms           7402706ms       7408993ms
  994)      2            10             6611             2049ms           7409043ms       7411092ms
  995)      2            10            43592            14695ms           7411142ms       7425837ms
  996)      2            10            54880            12363ms           7425887ms       7438250ms
  997)      2            10            57737            13067ms           7438300ms       7451367ms
  998)      2            10            45116            10817ms           7451417ms       7462234ms
  999)      2            10            55482             8517ms           7462284ms       7470801ms
 1000)      2            10            29948            12243ms           7470851ms       7483094ms
 1001)      2            10            46025            11167ms           7483144ms       7494311ms
 1002)      2            10            60018             7369ms           7494361ms       7501730ms
 1003)      3             1            26443             6749ms           7501780ms       7508529ms
 1004)      3             1            33875            12517ms           7508579ms       7521096ms
 1005)      3             1            15273            11829ms           7521146ms       7532975ms
 1006)      3             1             4990             9645ms           7533025ms       7542670ms
 1007)      3             1             7961             3563ms           7542720ms       7546283ms
 1008)      3             1            24601             4324ms           7546333ms       7550657ms
 1009)      3             1             8856             5908ms           7550707ms       7556615ms
 1010)      3             1            63802            14248ms           7556665ms       7570913ms
 1011)      3             1            18768             9804ms           7570963ms       7580767ms
 1012)      3             1            59857              658ms           7580817ms       7581475ms
 1013)      3             1            19978             4439ms           7581525ms       7585964ms
 1014)      3             1            34782             9068ms           7586014ms       7595082ms
 1015)      3             1            30330             8123ms           7595132ms       7603255ms
 1016)      3             1             4814             4109ms           7603305ms       7607414ms
 1017)      3             1            20369            12819ms           7607464ms       7620283ms
 1018)      3             1            47676            10336ms           7620333ms       7630669ms
 1019)      3             1             1640             6892ms           7630719ms       7637611ms
 1020)      3             1             4455            12152ms           7637661ms       7649813ms
 1021)      3             1            22574             1156ms           7649863ms       7651019ms
 1022)      3             1            19081            15564ms           7651069ms       7666633ms
 1023)      3             1            55662            13326ms           7666683ms       7680009ms
 1024)      3             1             5679             3969ms           7680059ms       7684028ms
 1025)      3             1            10661            13048ms           7684078ms       7697126ms
 1026)      3             1             1716            11348ms           7697176ms       7708524ms
 1027)      3             1            24752             7365ms           7708574ms       7715939ms
 1028)      3             1            56713             7234ms           7715989ms       7723223ms
 1029)      3             1            51788             5937ms           7723273ms       7729210ms
 1030)      3             1            15748             4315ms           7729260ms       7733575ms
 1031)      3             1            39656             4741ms           7733625ms       7738366ms
 1032)      3             1            53708             2389ms           7738416ms       7740805ms
 1033)      3             1            17353             5459ms           7740855ms       7746314ms
 1034)      3             1             7655            12700ms           7746364ms       7759064ms
 1035)      3             1            18299             8011ms           7759114ms       7767125ms
 1036)      3             1            35395            12482ms           7767175ms       7779657ms
 1037)      3             1            18930             9942ms           7779707ms       7789649ms
 1038)      3             1            47305             2355ms           7789699ms       7792054ms
 1039)      3             1             2961             3261ms           7792104ms       7795365ms
 1040)      3             1            62986            15194ms           7795415ms       7810609ms
 1041)      3             1            42830            12615ms           7810659ms       7823274ms
 1042)      3             1            12679             9794ms           7823324ms       7833118ms
 1043)      3             1            20012             4486ms           7833168ms       7837654ms
 1044)      3             1            54939             9020ms           7837704ms       7846724ms
 1045)      3             1            31499             3101ms           7846774ms       7849875ms
 1046)      3             1            38008            17090ms           7849925ms       7867015ms
 1047)      3             1            58500             3606ms           7867065ms       7870671ms
 1048)      3             2             9204             5163ms           7870721ms       7875884ms
 1049)      3             2            52829            13027ms           7875934ms       7888961ms
 1050)      3             2            56311             7632ms           7889011ms       7896643ms
 1051)      3             2            38150             3984ms           7896693ms       7900677ms
 1052)      3             2            52761            12094ms           7900727ms       7912821ms
 1053)      3             2            10839             9534ms           7912871ms       7922405ms
 1054)      3             2            48653             2926ms           7922455ms       7925381ms
 1055)      3             2            21995             5575ms           7925431ms       7931006ms
 1056)      3             2            39159            14041ms           7931056ms       7945097ms
 1057)      3             2            56041             3807ms           7945147ms       7948954ms
 1058)      3             2            24015            10638ms           7949004ms       7959642ms
 1059)      3             2            11765             3915ms           7959692ms       7963607ms
