MULTI-THREADING THREAD 1 SIMULATION TABLE
Task #      Echelon      Priority      Request Code      Total Time      Start Time      End Time
 1273)      3             6            35523             6106ms           9462942ms       9469048ms
 1274)      3             6            39230             3668ms           9469098ms       9472766ms
 1275)      3             6            59098              244ms           9472816ms       9473060ms
 1276)      3             6            62412             6200ms           9473110ms       9479310ms
 1277)      3             6             5135             1663ms           9479360ms       9481023ms
 1278)      3             6            39875             5458ms           9481073ms       9486531ms
 1279)      3             6            23874              744ms           9486581ms       9487325ms
 1280)      3             6            23658             2173ms           9487375ms       9489548ms
 1281)      3             6            45173             9935ms           9489598ms       9499533ms
 1282)      3             6            34512             7471ms           9499583ms       9507054ms
 1283)      3             6            19939             5417ms           9507104ms       9512521ms
 1284)      3             6            36205             8317ms           9512571ms       9520888ms
 1285)      3             6            47481            16383ms           9520938ms       9537321ms
 1286)      3             6            40194             4167ms           9537371ms       9541538ms
 1287)      3             6             2511             9675ms           9541588ms       9551263ms
 1288)      3             6            50176             6939ms           9551313ms       9558252ms
 1289)      3             6            47706             8870ms           9558302ms       9567172ms
 1290)      3             6             9254             8924ms           9567222ms       9576146ms
 1291)      3             6            62384             2073ms           9576196ms       9578269ms
 1292)      3             6            29948             5179ms           9578319ms       9583498ms
 1293)      3             6             8355             5719ms           9583548ms       9589267ms
 1294)      3             6            29190            11873ms           9589317ms       9601190ms
 1295)      3             6            19790            13006ms           9601240ms       9614246ms
 1296)      3             6            49275            11715ms           9614296ms       9626011ms
 1297)      3             6            15583             4967ms           9626061ms       9631028ms
 1298)      3             6            10399            13522ms           9631078ms       9644600ms
 1299)      3             6             1744            15793ms           9644650ms       9660443ms
 1300)      3             6            40604             3665ms           9660493ms       9664158ms
 1301)      3             6             2715             2123ms           9664208ms       9666331ms
 1302)      3             6            61961            14676ms           9666381ms       9681057ms
 1303)      3             6            58303              843ms           9681107ms       9681950ms
 1304)      3             6            14481            12166ms           9682000ms       9694166ms
 1305)      3             7            62384             8177ms           9694216ms       9702393ms
 1306)      3             7            39022            12791ms           9702443ms       9715234ms
 1307)      3             7            64791             8100ms           9715284ms       9723384ms
 1308)      3             7            48805            10236ms           9723434ms       9733670ms
 1309)      3             7             6285             2536ms           9733720ms       9736256ms
 1310)      3             7            39978            10753ms           9736306ms       9747059ms
 1311)      3             7            14509             2549ms           9747109ms       9749658ms
 1312)      3             7            43121             6838ms           9749708ms       9756546ms
 1313)      3             7            25510            13726ms           9756596ms       9770322ms
 1314)      3             7            38638             8387ms           9770372ms       9778759ms
 1315)      3             7              935             9554ms           9778809ms       9788363ms
 1316)      3             7            43030            13544ms           9788413ms       9801957ms
 1317)      3             7              852             3016ms           9802007ms       9805023ms
 1318)      3             7            47253            11279ms           9805073ms       9816352ms
 1319)      3             7            33673            10261ms           9816402ms       9826663ms
 1320)      3             7            35849            10109ms           9826713ms       9836822ms
 1321)      3             7            33552             8954ms           9836872ms       9845826ms
 1322)      3             7            63404             4805ms           9845876ms       9850681ms
 1323)      3             7            58154             1092ms           9850731ms       9851823ms
 1324)      3             7            56101             5803ms           9851873ms       9857676ms
 1325)      3             7            24688             5418ms           9857726ms       9863144ms
 1326)      3             7            44566            10944ms           9863194ms       9874138ms
 1327)      3             7            21630              935ms           9874188ms       9875123ms
 1328)      3             7            53899             1929ms           9875173ms       9877102ms
 1329)      3             7            35524             3940ms           9877152ms       9881092ms
 1330)      3             7            47361             3008ms           9881142ms       9884150ms
 1331)      3             7            11019             4203ms           9884200ms       9888403ms
 1332)      3             7            33766             8492ms           9888453ms       9896945ms
 1333)      3             7            54432               94ms           9896995ms       9897089ms
 1334)      3             7            55371            14769ms           9897139ms       9911908ms
 1335)      3             7            26144            15513ms           9911958ms       9927471ms
 1336)      3             7            45238            10211ms           9927521ms       9937732ms
 1337)      3             7            40399             4435ms           9937782ms       9942217ms
 1338)      3             7            55240              603ms           9942267ms       9942870ms
 1339)      3             7            13487             6665ms           9942920ms       9949585ms
 1340)      3             7            17963            10668ms           9949635ms       9960303ms
 1341)      3             7            60588             8118ms           9960353ms       9968471ms
 1342)      3             7            11567            14377ms           9968521ms       9982898ms
 1343)      3             7            14641            13054ms           9982948ms       9996002ms
 1344)      3             7            43207             4987ms           9996052ms      10001039ms
 1345)      3             7            14826             5996ms          10001089ms      10007085ms
 1346)      3             7            55990             1326ms          10007135ms      10008461ms
 1347)      3             7            42098            10145ms          10008511ms      10018656ms
 1348)      3             7            60980             5759ms          10018706ms      10024465ms
 1349)      3             7             5105             4133ms          10024515ms      10028648ms
 1350)      3             7            11264             3212ms          10028698ms      10031910ms
 1351)      3             7              516            10417ms          10031960ms      10042377ms
 1352)      3             7            19437            12655ms          10042427ms      10055082ms
 1353)      3             7            61802             7706ms          10055132ms      10062838ms
 1354)      3             7             1649             6839ms          10062888ms      10069727ms
 1355)      3             7            59882             5523ms          10069777ms      10075300ms
 1356)      3             7            57269            15363ms          10075350ms      10090713ms
 1357)      3             7             5348             5277ms          10090763ms      10096040ms
 1358)      3             7            58900             1407ms          10096090ms      10097497ms
 1359)      3             7            10286             8814ms          10097547ms      10106361ms
 1360)      3             7            55672             1012ms          10106411ms      10107423ms
 1361)      3             7            17429             8817ms          10107473ms      10116290ms
 1362)      3             7            59449            12805ms          10116340ms      10129145ms
 1363)      3             8             5929            15146ms          10129195ms      10144341ms
 1364)      3             8            37429             8669ms          10144391ms      10153060ms
 1365)      3             8            23834             2247ms          10153110ms      10155357ms
 1366)      3             8            14133               23ms          10155407ms      10155430ms
 1367)      3             8            10231              967ms          10155480ms      10156447ms
 1368)      3             8            30030            13196ms          10156497ms      10169693ms
 1369)      3             8             5325             5305ms          10169743ms      10175048ms
 1370)      3             8            45178            10242ms          10175098ms      10185340ms
 1371)      3             8            60028            13947ms          10185390ms      10199337ms
 1372)      3             8            10980             5967ms          10199387ms      10205354ms
 1373)      3             8            45812             4846ms          10205404ms      10210250ms
 1374)      3             8            64334             2283ms          10210300ms      10212583ms
 1375)      3             8            59704            11671ms          10212633ms      10224304ms
 1376)      3             8            62735             4585ms          10224354ms      10228939ms
 1377)      3             8            21914            11348ms          10228989ms      10240337ms
 1378)      3             8            12203             2421ms          10240387ms      10242808ms
 1379)      3             8            30208             4180ms          10242858ms      10247038ms
 1380)      3             8            54590            13239ms          10247088ms      10260327ms
 1381)      3             8            24413             4943ms          10260377ms      10265320ms
 1382)      3             8            64580             1499ms          10265370ms      10266869ms
 1383)      3             8            39217             6205ms          10266919ms      10273124ms
 1384)      3             8              546             6381ms          10273174ms      10279555ms
 1385)      3             8            16278            13534ms          10279605ms      10293139ms
 1386)      3             8            48076            13552ms          10293189ms      10306741ms
 1387)      3             8            41981            13842ms          10306791ms      10320633ms
 1388)      3             8            56499             1997ms          10320683ms      10322680ms
 1389)      3             8            57261              311ms          10322730ms      10323041ms
 1390)      3             8            14252             1598ms          10323091ms      10324689ms
 1391)      3             8             3763             5352ms          10324739ms      10330091ms
 1392)      3             8            56052             1733ms          10330141ms      10331874ms
 1393)      3             8            35842             4981ms          10331924ms      10336905ms
 1394)      3             8            52092            10413ms          10336955ms      10347368ms
 1395)      3             8            14833             8230ms          10347418ms      10355648ms
 1396)      3             8            46972             9371ms          10355698ms      10365069ms
 1397)      3             8            20623              481ms          10365119ms      10365600ms
 1398)      3             8            14196             2190ms          10365650ms      10367840ms
 1399)      3             8            22071             7392ms          10367890ms      10375282ms
 1400)      3             8             2353             9874ms          10375332ms      10385206ms
 1401)      3             8            33642             5171ms          10385256ms      10390427ms
 1402)      3             8            17769             8888ms          10390477ms      10399365ms
 1403)      3             8            38651             5032ms          10399415ms      10404447ms
 1404)      3             8            33717             5303ms          10404497ms      10409800ms
 1405)      3             8             2123            10486ms          10409850ms      10420336ms
 1406)      3             8            59078             8497ms          10420386ms      10428883ms
 1407)      3             8             1327             9342ms          10428933ms      10438275ms
 1408)      3             8             6459             6281ms          10438325ms      10444606ms
 1409)      3             8             7850             9936ms          10444656ms      10454592ms
 1410)      3             8             7111             8728ms          10454642ms      10463370ms
 1411)      3             8            25884             2260ms          10463420ms      10465680ms
 1412)      3             8              741             9616ms          10465730ms      10475346ms
 1413)      3             9            55316             3679ms          10475396ms      10479075ms
 1414)      3             9             8725             9012ms          10479125ms      10488137ms
 1415)      3             9            40279             3272ms          10488187ms      10491459ms
 1416)      3             9            26241             9104ms          10491509ms      10500613ms
 1417)      3             9             3549             3801ms          10500663ms      10504464ms
 1418)      3             9            12124            11665ms          10504514ms      10516179ms
 1419)      3             9            60233             5579ms          10516229ms      10521808ms
 1420)      3             9            50600             8504ms          10521858ms      10530362ms
 1421)      3             9             7680              544ms          10530412ms      10530956ms
 1422)      3             9            27035             3097ms          10531006ms      10534103ms
 1423)      3             9            63599            13455ms          10534153ms      10547608ms
 1424)      3             9            38193            12571ms          10547658ms      10560229ms
 1425)      3             9            35743             3839ms          10560279ms      10564118ms
 1426)      3             9             4639             9980ms          10564168ms      10574148ms
 1427)      3             9            34471             4104ms          10574198ms      10578302ms
 1428)      3             9            21255            15586ms          10578352ms      10593938ms
 1429)      3             9            36934             3731ms          10593988ms      10597719ms
 1430)      3             9            50087             4825ms          10597769ms      10602594ms
 1431)      3             9            25659             8973ms          10602644ms      10611617ms
 1432)      3             9            21982            13988ms          10611667ms      10625655ms
 1433)      3             9            11996             6385ms          10625705ms      10632090ms
 1434)      3             9            37883            10772ms          10632140ms      10642912ms
 1435)      3             9            17741             3291ms          10642962ms      10646253ms
 1436)      3             9            14836             6527ms          10646303ms      10652830ms
 1437)      3             9            14480             1086ms          10652880ms      10653966ms
 1438)      3             9            16079             8517ms          10654016ms      10662533ms
 1439)      3             9            13460            15158ms          10662583ms      10677741ms
 1440)      3             9             8519            14424ms          10677791ms      10692215ms
 1441)      3             9            41726             4101ms          10692265ms      10696366ms
 1442)      3             9            38763             9328ms          10696416ms      10705744ms
 1443)      3             9            21465            12128ms          10705794ms      10717922ms
 1444)      3             9            38848             4138ms          10717972ms      10722110ms
 1445)      3             9            63567            12480ms          10722160ms      10734640ms
 1446)      3             9            61396             6653ms          10734690ms      10741343ms
 1447)      3             9            56443             1606ms          10741393ms      10742999ms
 1448)      3             9            54968              407ms          10743049ms      10743456ms
 1449)      3             9            21906              689ms          10743506ms      10744195ms
 1450)      3             9            43177            11321ms          10744245ms      10755566ms
 1451)      3             9             7781             6712ms          10755616ms      10762328ms
 1452)      3            10            53083              738ms          10762378ms      10763116ms
 1453)      3            10            56311            12778ms          10763166ms      10775944ms
 1454)      3            10             7891             8325ms          10775994ms      10784319ms
 1455)      3            10             1556             9275ms          10784369ms      10793644ms
 1456)      3            10            23126            11461ms          10793694ms      10805155ms
 1457)      3            10            55343            11009ms          10805205ms      10816214ms
 1458)      3            10            45685             9054ms          10816264ms      10825318ms
 1459)      3            10             3023             9627ms          10825368ms      10834995ms
 1460)      3            10             9088            15277ms          10835045ms      10850322ms
 1461)      3            10            34602            13772ms          10850372ms      10864144ms
 1462)      3            10            59342             6997ms          10864194ms      10871191ms
 1463)      3            10            47629             5593ms          10871241ms      10876834ms
 1464)      3            10            34498            14031ms          10876884ms      10890915ms
 1465)      3            10            34118               94ms          10890965ms      10891059ms
 1466)      3            10            45500             1009ms          10891109ms      10892118ms
 1467)      3            10            56666            11262ms          10892168ms      10903430ms
 1468)      3            10            40047             9027ms          10903480ms      10912507ms
 1469)      3            10            62949             7643ms          10912557ms      10920200ms
 1470)      3            10            57563             8634ms          10920250ms      10928884ms
 1471)      3            10            37595             9959ms          10928934ms      10938893ms
 1472)      3            10            20326            10494ms          10938943ms      10949437ms
 1473)      3            10            26125            16912ms          10949487ms      10966399ms
 1474)      3            10            13488             7560ms          10966449ms      10974009ms
 1475)      3            10             2875             2494ms          10974059ms      10976553ms
 1476)      3            10            10071             1556ms          10976603ms      10978159ms
 1477)      3            10            15996             5754ms          10978209ms      10983963ms
 1478)      3            10              178              858ms          10984013ms      10984871ms
 1479)      3            10            18614            11882ms          10984921ms      10996803ms
 1480)      3            10            43423              158ms          10996853ms      10997011ms
 1481)      3            10            48497             7368ms          10997061ms      11004429ms
 1482)      3            10             4999             3990ms          11004479ms      11008469ms
 1483)      3            10              367            11085ms          11008519ms      11019604ms
 1484)      3            10            26259             7152ms          11019654ms      11026806ms
 1485)      3            10            11139             8347ms          11026856ms      11035203ms
 1486)      3            10            27501             4023ms          11035253ms      11039276ms
 1487)      3            10            11920            15632ms          11039326ms      11054958ms
 1488)      3            10            10285            10776ms          11055008ms      11065784ms
 1489)      3            10            51885             4205ms          11065834ms      11070039ms
 1490)      3            10            45631             4432ms          11070089ms      11074521ms
 1491)      3            10            49270              839ms          11074571ms      11075410ms
 1492)      3            10            58525            13607ms          11075460ms      11089067ms
 1493)      3            10            62599             3473ms          11089117ms      11092590ms
 1494)      3            10            26564             3115ms          11092640ms      11095755ms
 1495)      3            10            50367             8962ms          11095805ms      11104767ms
 1496)      3            10            18703             1691ms          11104817ms      11106508ms
 1497)      3            10            40651             8653ms          11106558ms      11115211ms
 1498)      3            10            15462             3415ms          11115261ms      11118676ms
 1499)      3            10             2418             6176ms          11118726ms      11124902ms
 1500)      3            10            56473             3067ms          11124952ms      11128019ms
 1501)      3            10            32450            12180ms          11128069ms      11140249ms
 1502)      3            10            51524             5718ms          11140299ms      11146017ms
 1503)      3            10            45525             7147ms          11146067ms      11153214ms
 1504)      3            10            18775            13689ms          11153264ms      11166953ms
 1505)      3            10            25004             5997ms          11167003ms      11173000ms
 1506)      3            10            64564             6193ms          11173050ms      11179243ms
 1507)      4             1            32549              770ms          11179293ms      11180063ms
 1508)      4             1            11344            10090ms          11180113ms      11190203ms
 1509)      4             1             1265             6044ms          11190253ms      11196297ms
 1510)      4             1            41584            10725ms          11196347ms      11207072ms
 1511)      4             1            53181             9443ms          11207122ms      11216565ms
 1512)      4             1             4213             7664ms          11216615ms      11224279ms
 1513)      4             1            25811             5298ms          11224329ms      11229627ms
 1514)      4             1            62497             6127ms          11229677ms      11235804ms
 1515)      4             1            51691             5079ms          11235854ms      11240933ms
 1516)      4             1             8259             8471ms          11240983ms      11249454ms
 1517)      4             1            14627            10606ms          11249504ms      11260110ms
 1518)      4             1            42344             3697ms          11260160ms      11263857ms
 1519)      4             1             1258             5556ms          11263907ms      11269463ms
 1520)      4             1            40090            10863ms          11269513ms      11280376ms
 1521)      4             1            59365             4241ms          11280426ms      11284667ms
 1522)      4             1            47161             9225ms          11284717ms      11293942ms
 1523)      4             1             5818              863ms          11293992ms      11294855ms
 1524)      4             1            45849             2407ms          11294905ms      11297312ms
 1525)      4             1            43284             5082ms          11297362ms      11302444ms
 1526)      4             1            24931             3208ms          11302494ms      11305702ms
 1527)      4             1            12095             1288ms          11305752ms      11307040ms
 1528)      4             1            17069             1511ms          11307090ms      11308601ms
 1529)      4             1            57156             9918ms          11308651ms      11318569ms
 1530)      4             1            11663             5589ms          11318619ms      11324208ms
 1531)      4             1            21024            13282ms          11324258ms      11337540ms
 1532)      4             1            28296            12406ms          11337590ms      11349996ms
 1533)      4             1            56536            14359ms          11350046ms      11364405ms
 1534)      4             1            54977            10309ms          11364455ms      11374764ms
 1535)      4             1            61672             3266ms          11374814ms      11378080ms
 1536)      4             1            56836            11480ms          11378130ms      11389610ms
 1537)      4             1            24371             8303ms          11389660ms      11397963ms
 1538)      4             1            43124             2824ms          11398013ms      11400837ms
 1539)      4             1             8177              685ms          11400887ms      11401572ms
 1540)      4             1            25629             3840ms          11401622ms      11405462ms
 1541)      4             1            38431             5334ms          11405512ms      11410846ms
 1542)      4             1            16193            13019ms          11410896ms      11423915ms
 1543)      4             1            39816             2860ms          11423965ms      11426825ms
 1544)      4             1            46148            13796ms          11426875ms      11440671ms
 1545)      4             1            55358            11334ms          11440721ms      11452055ms
 1546)      4             1              600            14314ms          11452105ms      11466419ms
 1547)      4             1            48955            10589ms          11466469ms      11477058ms
 1548)      4             1             2834             6958ms          11477108ms      11484066ms
 1549)      4             1            64902             3211ms          11484116ms      11487327ms
 1550)      4             1            40503            13597ms          11487377ms      11500974ms
 1551)      4             1             2897             7149ms          11501024ms      11508173ms
 1552)      4             1            21356            12503ms          11508223ms      11520726ms
 1553)      4             1            46306            12935ms          11520776ms      11533711ms
 1554)      4             1            20141            11049ms          11533761ms      11544810ms
 1555)      4             1            16774             4849ms          11544860ms      11549709ms
 1556)      4             1            13308            11120ms          11549759ms      11560879ms
 1557)      4             1            39280            12356ms          11560929ms      11573285ms
 1558)      4             1            10362            15146ms          11573335ms      11588481ms
 1559)      4             1            36021              642ms          11588531ms      11589173ms
 1560)      4             2            59504             6608ms          11589223ms      11595831ms
 1561)      4             2            49158              677ms          11595881ms      11596558ms
 1562)      4             2            12859             5025ms          11596608ms      11601633ms
 1563)      4             2            41354             4272ms          11601683ms      11605955ms
 1564)      4             2            21413             8507ms          11606005ms      11614512ms
 1565)      4             2            13036             1790ms          11614562ms      11616352ms
 1566)      4             2            43913             9484ms          11616402ms      11625886ms
 1567)      4             2            52448             3438ms          11625936ms      11629374ms
 1568)      4             2            24094             9080ms          11629424ms      11638504ms
 1569)      4             2            20131             2911ms          11638554ms      11641465ms
 1570)      4             2             7162             9498ms          11641515ms      11651013ms
 1571)      4             2            18465             8745ms          11651063ms      11659808ms
 1572)      4             2            43184             1804ms          11659858ms      11661662ms
 1573)      4             2            60407            10341ms          11661712ms      11672053ms
 1574)      4             2            48903             5088ms          11672103ms      11677191ms
 1575)      4             2            56219            11932ms          11677241ms      11689173ms
 1576)      4             2             9976             5983ms          11689223ms      11695206ms
 1577)      4             2             4501             9971ms          11695256ms      11705227ms
 1578)      4             2            42084             5771ms          11705277ms      11711048ms
 1579)      4             2            30053             7638ms          11711098ms      11718736ms
 1580)      4             2            15276             8631ms          11718786ms      11727417ms
 1581)      4             2            45243            13950ms          11727467ms      11741417ms
 1582)      4             2            62106             6785ms          11741467ms      11748252ms
 1583)      4             2            62781              709ms          11748302ms      11749011ms
 1584)      4             2            18165             8495ms          11749061ms      11757556ms
 1585)      4             2            31492             7609ms          11757606ms      11765215ms
 1586)      4             2            26098             6718ms          11765265ms      11771983ms
 1587)      4             2            52360             8998ms          11772033ms      11781031ms
 1588)      4             2            17951            10526ms          11781081ms      11791607ms
 1589)      4             2            56214             1680ms          11791657ms      11793337ms
 1590)      4             2            51326             3781ms          11793387ms      11797168ms
 1591)      4             2            57848            10144ms          11797218ms      11807362ms
 1592)      4             2            34989             2662ms          11807412ms      11810074ms
 1593)      4             2            63912             1217ms          11810124ms      11811341ms
 1594)      4             2            43011            13156ms          11811391ms      11824547ms
 1595)      4             2            11417            12042ms          11824597ms      11836639ms
 1596)      4             2            52041             3811ms          11836689ms      11840500ms
 1597)      4             2            37694             4597ms          11840550ms      11845147ms
 1598)      4             2            40112            13779ms          11845197ms      11858976ms
 1599)      4             2            37623             2542ms          11859026ms      11861568ms
 1600)      4             2             4200            16247ms          11861618ms      11877865ms
 1601)      4             2             9311             3813ms          11877915ms      11881728ms
 1602)      4             2            46783             6641ms          11881778ms      11888419ms
 1603)      4             2            58242              981ms          11888469ms      11889450ms
 1604)      4             2            22685              660ms          11889500ms      11890160ms
 1605)      4             2            13870             2288ms          11890210ms      11892498ms
 1606)      4             2            13237             2050ms          11892548ms      11894598ms
 1607)      4             2            38128             1247ms          11894648ms      11895895ms
 1608)      4             2            12178             3887ms          11895945ms      11899832ms
 1609)      4             2             1997            12470ms          11899882ms      11912352ms
 1610)      4             2            11905            13927ms          11912402ms      11926329ms
 1611)      4             2            63766             1857ms          11926379ms      11928236ms
 1612)      4             2             1484             6975ms          11928286ms      11935261ms
 1613)      4             2            60931            12355ms          11935311ms      11947666ms
 1614)      4             3             7504             1586ms          11947716ms      11949302ms
 1615)      4             3            55016             2815ms          11949352ms      11952167ms
 1616)      4             3            55511            11229ms          11952217ms      11963446ms
 1617)      4             3            21791             6232ms          11963496ms      11969728ms
 1618)      4             3            22372             4706ms          11969778ms      11974484ms
 1619)      4             3            36805             2300ms          11974534ms      11976834ms
 1620)      4             3             7655             8448ms          11976884ms      11985332ms
 1621)      4             3            41234             2687ms          11985382ms      11988069ms
 1622)      4             3            23527             3183ms          11988119ms      11991302ms
 1623)      4             3            19244             9329ms          11991352ms      12000681ms
 1624)      4             3            50562             1025ms          12000731ms      12001756ms
 1625)      4             3            17778             2157ms          12001806ms      12003963ms
 1626)      4             3            55792            15032ms          12004013ms      12019045ms
 1627)      4             3            47057             5872ms          12019095ms      12024967ms
 1628)      4             3            14949            12993ms          12025017ms      12038010ms
 1629)      4             3            23967            17368ms          12038060ms      12055428ms
 1630)      4             3            30563            13728ms          12055478ms      12069206ms
 1631)      4             3            54779              536ms          12069256ms      12069792ms
 1632)      4             3            19570            12850ms          12069842ms      12082692ms
 1633)      4             3            45039               61ms          12082742ms      12082803ms
 1634)      4             3            46851             7680ms          12082853ms      12090533ms
 1635)      4             3            34361             4497ms          12090583ms      12095080ms
 1636)      4             3             2925            10335ms          12095130ms      12105465ms
 1637)      4             3            29628             4101ms          12105515ms      12109616ms
 1638)      4             3            51052             2799ms          12109666ms      12112465ms
 1639)      4             3            62639             7967ms          12112515ms      12120482ms
 1640)      4             3            20315             3889ms          12120532ms      12124421ms
 1641)      4             3            23053             5161ms          12124471ms      12129632ms
 1642)      4             3            37058             9408ms          12129682ms      12139090ms
 1643)      4             3            54553             9348ms          12139140ms      12148488ms
 1644)      4             3            22636             1319ms          12148538ms      12149857ms
 1645)      4             3            25616            11968ms          12149907ms      12161875ms
 1646)      4             3             2919             5344ms          12161925ms      12167269ms
 1647)      4             3            49289            12766ms          12167319ms      12180085ms
 1648)      4             3            44344             9274ms          12180135ms      12189409ms
 1649)      4             3            42882            10422ms          12189459ms      12199881ms
 1650)      4             3            41131              767ms          12199931ms      12200698ms
 1651)      4             3             7399             5489ms          12200748ms      12206237ms
 1652)      4             3            37518            10312ms          12206287ms      12216599ms
 1653)      4             3            26188             8267ms          12216649ms      12224916ms
 1654)      4             3            35431            12971ms          12224966ms      12237937ms
 1655)      4             3            61195            15348ms          12237987ms      12253335ms
 1656)      4             3            43657            14004ms          12253385ms      12267389ms
 1657)      4             3             8050              929ms          12267439ms      12268368ms
 1658)      4             3             3019             8431ms          12268418ms      12276849ms
 1659)      4             3            35864            11221ms          12276899ms      12288120ms
 1660)      4             3            46992            10616ms          12288170ms      12298786ms
 1661)      4             3            35691             6469ms          12298836ms      12305305ms
 1662)      4             3            27157                8ms          12305355ms      12305363ms
 1663)      4             3            57379             3616ms          12305413ms      12309029ms
 1664)      4             3            60191              140ms          12309079ms      12309219ms
 1665)      4             3            14181            12367ms          12309269ms      12321636ms
 1666)      4             4            62220             6295ms          12321686ms      12327981ms
 1667)      4             4            42009             1401ms          12328031ms      12329432ms
 1668)      4             4            27522             5687ms          12329482ms      12335169ms
 1669)      4             4            10297            16931ms          12335219ms      12352150ms
 1670)      4             4             8495            12344ms          12352200ms      12364544ms
 1671)      4             4            19667            15383ms          12364594ms      12379977ms
 1672)      4             4            54058             3579ms          12380027ms      12383606ms
 1673)      4             4            61721             5054ms          12383656ms      12388710ms
 1674)      4             4            30276             9619ms          12388760ms      12398379ms
 1675)      4             4            34879             8959ms          12398429ms      12407388ms
 1676)      4             4            13994             5369ms          12407438ms      12412807ms
 1677)      4             4            32362              258ms          12412857ms      12413115ms
 1678)      4             4            42479            11827ms          12413165ms      12424992ms
 1679)      4             4            16786            12100ms          12425042ms      12437142ms
 1680)      4             4            48951             1411ms          12437192ms      12438603ms
 1681)      4             4            10728             3439ms          12438653ms      12442092ms
 1682)      4             4            45439            10837ms          12442142ms      12452979ms
 1683)      4             4            50480             9773ms          12453029ms      12462802ms
 1684)      4             4             8209               14ms          12462852ms      12462866ms
 1685)      4             4            50408            10953ms          12462916ms      12473869ms
 1686)      4             4            49083            11210ms          12473919ms      12485129ms
 1687)      4             4            12060             2948ms          12485179ms      12488127ms
 1688)      4             4            14454             3321ms          12488177ms      12491498ms
 1689)      4             4            55282             6944ms          12491548ms      12498492ms
 1690)      4             4            49170             3877ms          12498542ms      12502419ms
 1691)      4             4             7251             6397ms          12502469ms      12508866ms
 1692)      4             4            46993            13472ms          12508916ms      12522388ms
 1693)      4             4             8735            10838ms          12522438ms      12533276ms
 1694)      4             4            31618             7150ms          12533326ms      12540476ms
 1695)      4             4            36825            15044ms          12540526ms      12555570ms
 1696)      4             4            32116             6105ms          12555620ms      12561725ms
 1697)      4             4            57522             7738ms          12561775ms      12569513ms
 1698)      4             4            36799             4672ms          12569563ms      12574235ms
 1699)      4             4            28076            13829ms          12574285ms      12588114ms
 1700)      4             4            21078             1898ms          12588164ms      12590062ms
 1701)      4             4            10579            13872ms          12590112ms      12603984ms
 1702)      4             4            30268             9985ms          12604034ms      12614019ms
 1703)      4             4            34122            10721ms          12614069ms      12624790ms
 1704)      4             4             1675             7134ms          12624840ms      12631974ms
 1705)      4             4             3212             1841ms          12632024ms      12633865ms
 1706)      4             4            30961             3057ms          12633915ms      12636972ms
 1707)      4             4             1084             4547ms          12637022ms      12641569ms
 1708)      4             4             5034             5796ms          12641619ms      12647415ms
 1709)      4             4            24821             2038ms          12647465ms      12649503ms
 1710)      4             5            46114            13674ms          12649553ms      12663227ms
 1711)      4             5            29283             4996ms          12663277ms      12668273ms
 1712)      4             5            51893             6199ms          12668323ms      12674522ms
 1713)      4             5            13392             9957ms          12674572ms      12684529ms
 1714)      4             5             2458             7651ms          12684579ms      12692230ms
 1715)      4             5            24852             8659ms          12692280ms      12700939ms
 1716)      4             5            65330             3971ms          12700989ms      12704960ms
 1717)      4             5            22583            10289ms          12705010ms      12715299ms
 1718)      4             5            34850            12000ms          12715349ms      12727349ms
 1719)      4             5            39485             1324ms          12727399ms      12728723ms
 1720)      4             5            27279            13888ms          12728773ms      12742661ms
 1721)      4             5            12088            10682ms          12742711ms      12753393ms
 1722)      4             5            40621             4411ms          12753443ms      12757854ms
