SINGLE-THREADING SIMULATION TABLE
Task #      Echelon      Priority      Request Code      Total Time      Start Time      End Time
 4035)      4            10             5533             3193ms          20355495ms      20358688ms
 4036)      4            10            26833             5787ms          20358738ms      20364525ms
 4037)      4            10            46721             1231ms          20364575ms      20365806ms
 4038)      4            10            32084             9458ms          20365856ms      20375314ms
 4039)      4            10             8090             9683ms          20375364ms      20385047ms
 4040)      4            10            62313             5288ms          20385097ms      20390385ms
 4041)      4            10            23702             8460ms          20390435ms      20398895ms
 4042)      4            10            40458             9719ms          20398945ms      20408664ms
 4043)      5             1            42624             1362ms          20408714ms      20410076ms
 4044)      5             1             8597             9800ms          20410126ms      20419926ms
 4045)      5             1            16964             4311ms          20419976ms      20424287ms
 4046)      5             1            38831             3299ms          20424337ms      20427636ms
 4047)      5             1             3777             9286ms          20427686ms      20436972ms
 4048)      5             1             3987             3258ms          20437022ms      20440280ms
 4049)      5             1            44555             8239ms          20440330ms      20448569ms
 4050)      5             1             9970             6785ms          20448619ms      20455404ms
 4051)      5             1            23564             8896ms          20455454ms      20464350ms
 4052)      5             1            48403              703ms          20464400ms      20465103ms
 4053)      5             1             3850             6282ms          20465153ms      20471435ms
 4054)      5             1            14766             8661ms          20471485ms      20480146ms
 4055)      5             1            56582             7488ms          20480196ms      20487684ms
 4056)      5             1             9525             8550ms          20487734ms      20496284ms
 4057)      5             1            57691             8611ms          20496334ms      20504945ms
 4058)      5             1            50936             3047ms          20504995ms      20508042ms
 4059)      5             1            10110             8351ms          20508092ms      20516443ms
 4060)      5             1            52734             3316ms          20516493ms      20519809ms
 4061)      5             1            51049             7517ms          20519859ms      20527376ms
 4062)      5             1             7123             4051ms          20527426ms      20531477ms
 4063)      5             1            37375             9980ms          20531527ms      20541507ms
 4064)      5             1            27628             9072ms          20541557ms      20550629ms
 4065)      5             1            25649             7265ms          20550679ms      20557944ms
 4066)      5             1             7629              361ms          20557994ms      20558355ms
 4067)      5             1            26744             3425ms          20558405ms      20561830ms
 4068)      5             1            62965             5039ms          20561880ms      20566919ms
 4069)      5             1            19663              842ms          20566969ms      20567811ms
 4070)      5             1            24521             2744ms          20567861ms      20570605ms
 4071)      5             1            54046             2045ms          20570655ms      20572700ms
 4072)      5             1             6865             7840ms          20572750ms      20580590ms
 4073)      5             1            45020             5265ms          20580640ms      20585905ms
 4074)      5             1            64114             1383ms          20585955ms      20587338ms
 4075)      5             1            55042             2241ms          20587388ms      20589629ms
 4076)      5             1            11151             7024ms          20589679ms      20596703ms
 4077)      5             1            19125             8019ms          20596753ms      20604772ms
 4078)      5             1             3279             5929ms          20604822ms      20610751ms
 4079)      5             1            52090             8711ms          20610801ms      20619512ms
 4080)      5             1            24536             4560ms          20619562ms      20624122ms
 4081)      5             1            34034             9278ms          20624172ms      20633450ms
 4082)      5             1            48961             8638ms          20633500ms      20642138ms
 4083)      5             1            28543             4831ms          20642188ms      20647019ms
 4084)      5             1            58105             1944ms          20647069ms      20649013ms
 4085)      5             1            44116             7326ms          20649063ms      20656389ms
 4086)      5             1            64290             9391ms          20656439ms      20665830ms
 4087)      5             1            63236              966ms          20665880ms      20666846ms
 4088)      5             1            51374             1758ms          20666896ms      20668654ms
 4089)      5             1            63201             5537ms          20668704ms      20674241ms
 4090)      5             1             4198             5142ms          20674291ms      20679433ms
 4091)      5             1            46936             7921ms          20679483ms      20687404ms
 4092)      5             1            46993             3544ms          20687454ms      20690998ms
 4093)      5             1            12740             5228ms          20691048ms      20696276ms
 4094)      5             1            13917             8635ms          20696326ms      20704961ms
 4095)      5             1            42512             3027ms          20705011ms      20708038ms
 4096)      5             1             2937             9433ms          20708088ms      20717521ms
 4097)      5             1            22307             9123ms          20717571ms      20726694ms
 4098)      5             1            25512             9969ms          20726744ms      20736713ms
 4099)      5             1            21323             5296ms          20736763ms      20742059ms
 4100)      5             1            47963             5971ms          20742109ms      20748080ms
 4101)      5             1             5830             3021ms          20748130ms      20751151ms
 4102)      5             1            15154             4042ms          20751201ms      20755243ms
 4103)      5             1            27636             2845ms          20755293ms      20758138ms
 4104)      5             1            24269             3583ms          20758188ms      20761771ms
 4105)      5             1            43235             6299ms          20761821ms      20768120ms
 4106)      5             1             3177             6023ms          20768170ms      20774193ms
 4107)      5             1            56163             3756ms          20774243ms      20777999ms
 4108)      5             1            41071             9041ms          20778049ms      20787090ms
 4109)      5             1            53187             7980ms          20787140ms      20795120ms
 4110)      5             1            55158             1633ms          20795170ms      20796803ms
 4111)      5             1             2872             2160ms          20796853ms      20799013ms
 4112)      5             1            20016             3599ms          20799063ms      20802662ms
 4113)      5             1            63924             6895ms          20802712ms      20809607ms
 4114)      5             1            45545             7019ms          20809657ms      20816676ms
 4115)      5             1             2630             3749ms          20816726ms      20820475ms
 4116)      5             1            27866             8753ms          20820525ms      20829278ms
 4117)      5             1            12554             1238ms          20829328ms      20830566ms
 4118)      5             1            19392             8636ms          20830616ms      20839252ms
 4119)      5             1            30399             2388ms          20839302ms      20841690ms
 4120)      5             1             3241             4119ms          20841740ms      20845859ms
 4121)      5             1            34786              903ms          20845909ms      20846812ms
 4122)      5             1               86              108ms          20846862ms      20846970ms
 4123)      5             1             4865             5479ms          20847020ms      20852499ms
 4124)      5             1            22375              917ms          20852549ms      20853466ms
 4125)      5             1            31165             8981ms          20853516ms      20862497ms
 4126)      5             1            62963              735ms          20862547ms      20863282ms
 4127)      5             1            63044             2203ms          20863332ms      20865535ms
 4128)      5             1            17582             1804ms          20865585ms      20867389ms
 4129)      5             1            26158              190ms          20867439ms      20867629ms
 4130)      5             1            33690             3686ms          20867679ms      20871365ms
 4131)      5             1            26890             7027ms          20871415ms      20878442ms
 4132)      5             1             8691             1960ms          20878492ms      20880452ms
 4133)      5             1             5666             8805ms          20880502ms      20889307ms
 4134)      5             1            63726             6018ms          20889357ms      20895375ms
 4135)      5             1            42558              767ms          20895425ms      20896192ms
 4136)      5             1            64458             2030ms          20896242ms      20898272ms
 4137)      5             2            17891             5625ms          20898322ms      20903947ms
 4138)      5             2            53101             1556ms          20903997ms      20905553ms
 4139)      5             2            62646             9465ms          20905603ms      20915068ms
 4140)      5             2            46981             1976ms          20915118ms      20917094ms
 4141)      5             2            51588             7000ms          20917144ms      20924144ms
 4142)      5             2            32615             8732ms          20924194ms      20932926ms
 4143)      5             2            50729             8375ms          20932976ms      20941351ms
 4144)      5             2            58688             2848ms          20941401ms      20944249ms
 4145)      5             2            46412             4614ms          20944299ms      20948913ms
 4146)      5             2            59712             1758ms          20948963ms      20950721ms
 4147)      5             2            19236             5719ms          20950771ms      20956490ms
 4148)      5             2            39356             8060ms          20956540ms      20964600ms
 4149)      5             2            11520             1971ms          20964650ms      20966621ms
 4150)      5             2            37813             2199ms          20966671ms      20968870ms
 4151)      5             2            47060             6487ms          20968920ms      20975407ms
 4152)      5             2            56162              344ms          20975457ms      20975801ms
 4153)      5             2             4730             9568ms          20975851ms      20985419ms
 4154)      5             2             7684             9145ms          20985469ms      20994614ms
 4155)      5             2            60188             6617ms          20994664ms      21001281ms
 4156)      5             2            10702             5123ms          21001331ms      21006454ms
 4157)      5             2             6195             3073ms          21006504ms      21009577ms
 4158)      5             2            30058             8556ms          21009627ms      21018183ms
 4159)      5             2            33606             6286ms          21018233ms      21024519ms
 4160)      5             2            51206             6667ms          21024569ms      21031236ms
 4161)      5             2            19479             9112ms          21031286ms      21040398ms
 4162)      5             2            27029             8824ms          21040448ms      21049272ms
 4163)      5             2            31252             4760ms          21049322ms      21054082ms
 4164)      5             2            25657             9521ms          21054132ms      21063653ms
 4165)      5             2            27139             3611ms          21063703ms      21067314ms
 4166)      5             2            41577             6797ms          21067364ms      21074161ms
 4167)      5             2            17812              236ms          21074211ms      21074447ms
 4168)      5             2            12936              445ms          21074497ms      21074942ms
 4169)      5             2            31254             4573ms          21074992ms      21079565ms
 4170)      5             2            15611             5652ms          21079615ms      21085267ms
 4171)      5             2            12054             7483ms          21085317ms      21092800ms
 4172)      5             2            34900             9060ms          21092850ms      21101910ms
 4173)      5             2            58322             4564ms          21101960ms      21106524ms
 4174)      5             2            53216             4469ms          21106574ms      21111043ms
 4175)      5             2              789             7993ms          21111093ms      21119086ms
 4176)      5             2            49314              589ms          21119136ms      21119725ms
 4177)      5             2            18229              796ms          21119775ms      21120571ms
 4178)      5             2            16556             8869ms          21120621ms      21129490ms
 4179)      5             2            59285             7072ms          21129540ms      21136612ms
 4180)      5             2             3643             6912ms          21136662ms      21143574ms
 4181)      5             2            20524             6164ms          21143624ms      21149788ms
 4182)      5             2            19916             4465ms          21149838ms      21154303ms
 4183)      5             2            38944             7597ms          21154353ms      21161950ms
 4184)      5             2            20276             2788ms          21162000ms      21164788ms
 4185)      5             2            52770             2885ms          21164838ms      21167723ms
 4186)      5             2            45171             1307ms          21167773ms      21169080ms
 4187)      5             2            58840             4222ms          21169130ms      21173352ms
 4188)      5             2             7403             1941ms          21173402ms      21175343ms
 4189)      5             2            22724             5730ms          21175393ms      21181123ms
 4190)      5             2            36730             3603ms          21181173ms      21184776ms
 4191)      5             2             6687             2380ms          21184826ms      21187206ms
 4192)      5             2            24386             4075ms          21187256ms      21191331ms
 4193)      5             2             3478             3610ms          21191381ms      21194991ms
 4194)      5             2            42562             6173ms          21195041ms      21201214ms
 4195)      5             2            19346             1855ms          21201264ms      21203119ms
 4196)      5             2             9599             7709ms          21203169ms      21210878ms
 4197)      5             2             6508             1436ms          21210928ms      21212364ms
 4198)      5             2            25438             7177ms          21212414ms      21219591ms
 4199)      5             2             5194             6000ms          21219641ms      21225641ms
 4200)      5             2            28190             1483ms          21225691ms      21227174ms
 4201)      5             2            42990              971ms          21227224ms      21228195ms
 4202)      5             2            15624             1481ms          21228245ms      21229726ms
 4203)      5             2            54037             3456ms          21229776ms      21233232ms
 4204)      5             2            45608             7677ms          21233282ms      21240959ms
 4205)      5             2            18465             1892ms          21241009ms      21242901ms
 4206)      5             2            33758             1958ms          21242951ms      21244909ms
 4207)      5             2            38561             5283ms          21244959ms      21250242ms
 4208)      5             2             4688             9877ms          21250292ms      21260169ms
 4209)      5             2            61132             2418ms          21260219ms      21262637ms
 4210)      5             2            24209             2579ms          21262687ms      21265266ms
 4211)      5             2            19350             2961ms          21265316ms      21268277ms
 4212)      5             2             8572             3196ms          21268327ms      21271523ms
 4213)      5             2            36003             9130ms          21271573ms      21280703ms
 4214)      5             2            31701             1381ms          21280753ms      21282134ms
 4215)      5             2            20165             8632ms          21282184ms      21290816ms
 4216)      5             2            32840             5636ms          21290866ms      21296502ms
 4217)      5             2            39432             8523ms          21296552ms      21305075ms
 4218)      5             2             9671             7978ms          21305125ms      21313103ms
 4219)      5             2            33471             7327ms          21313153ms      21320480ms
 4220)      5             2            56868             3613ms          21320530ms      21324143ms
 4221)      5             2            44773             1191ms          21324193ms      21325384ms
 4222)      5             3            50807              908ms          21325434ms      21326342ms
 4223)      5             3            37561             8386ms          21326392ms      21334778ms
 4224)      5             3            39212             8916ms          21334828ms      21343744ms
 4225)      5             3             6087             4291ms          21343794ms      21348085ms
 4226)      5             3            37818             2494ms          21348135ms      21350629ms
 4227)      5             3            64116             6460ms          21350679ms      21357139ms
 4228)      5             3            11986             3714ms          21357189ms      21360903ms
 4229)      5             3             3105             6677ms          21360953ms      21367630ms
 4230)      5             3            36715             8065ms          21367680ms      21375745ms
 4231)      5             3            51348             3740ms          21375795ms      21379535ms
 4232)      5             3            60812             7936ms          21379585ms      21387521ms
 4233)      5             3            53782             8232ms          21387571ms      21395803ms
 4234)      5             3            39888              114ms          21395853ms      21395967ms
 4235)      5             3            10841             7594ms          21396017ms      21403611ms
 4236)      5             3            25184             1622ms          21403661ms      21405283ms
 4237)      5             3            51080             8532ms          21405333ms      21413865ms
 4238)      5             3            19380             8700ms          21413915ms      21422615ms
 4239)      5             3            58434             5558ms          21422665ms      21428223ms
 4240)      5             3            34774             3020ms          21428273ms      21431293ms
 4241)      5             3            58566             8066ms          21431343ms      21439409ms
 4242)      5             3            64281             7101ms          21439459ms      21446560ms
 4243)      5             3            53831             3271ms          21446610ms      21449881ms
 4244)      5             3            28780             6888ms          21449931ms      21456819ms
 4245)      5             3             1020             6518ms          21456869ms      21463387ms
 4246)      5             3            60202             6826ms          21463437ms      21470263ms
 4247)      5             3            40874             3298ms          21470313ms      21473611ms
 4248)      5             3             2111             4530ms          21473661ms      21478191ms
 4249)      5             3            13307             4926ms          21478241ms      21483167ms
 4250)      5             3            36382             3393ms          21483217ms      21486610ms
 4251)      5             3             3523             9579ms          21486660ms      21496239ms
 4252)      5             3            55447             3415ms          21496289ms      21499704ms
 4253)      5             3            13872             6769ms          21499754ms      21506523ms
 4254)      5             3             7169             6327ms          21506573ms      21512900ms
 4255)      5             3            16064             7300ms          21512950ms      21520250ms
 4256)      5             3             8839             7023ms          21520300ms      21527323ms
 4257)      5             3            41478             9499ms          21527373ms      21536872ms
 4258)      5             3            36526             3778ms          21536922ms      21540700ms
 4259)      5             3            51118             2997ms          21540750ms      21543747ms
 4260)      5             3            20697             4088ms          21543797ms      21547885ms
 4261)      5             3            50246              796ms          21547935ms      21548731ms
 4262)      5             3            62875             7495ms          21548781ms      21556276ms
 4263)      5             3            15866             8437ms          21556326ms      21564763ms
 4264)      5             3            52863             8943ms          21564813ms      21573756ms
 4265)      5             3            54362             7869ms          21573806ms      21581675ms
 4266)      5             3            56801             8731ms          21581725ms      21590456ms
 4267)      5             3            62916             8691ms          21590506ms      21599197ms
 4268)      5             3            21836             1188ms          21599247ms      21600435ms
 4269)      5             3            34061             9240ms          21600485ms      21609725ms
 4270)      5             3            55555              636ms          21609775ms      21610411ms
 4271)      5             3             9539             5766ms          21610461ms      21616227ms
 4272)      5             3             3902             8497ms          21616277ms      21624774ms
 4273)      5             3            38873             8465ms          21624824ms      21633289ms
 4274)      5             3             5957             5949ms          21633339ms      21639288ms
 4275)      5             3            52091             7258ms          21639338ms      21646596ms
 4276)      5             3            52808              477ms          21646646ms      21647123ms
 4277)      5             3             7390             9704ms          21647173ms      21656877ms
 4278)      5             3             1438              964ms          21656927ms      21657891ms
 4279)      5             3             1550             1069ms          21657941ms      21659010ms
 4280)      5             3            30589              584ms          21659060ms      21659644ms
 4281)      5             3             9778             6888ms          21659694ms      21666582ms
 4282)      5             3             4237             7636ms          21666632ms      21674268ms
 4283)      5             3            42438             9262ms          21674318ms      21683580ms
 4284)      5             3            35739             1717ms          21683630ms      21685347ms
 4285)      5             3            26162             4532ms          21685397ms      21689929ms
 4286)      5             3            28788             9149ms          21689979ms      21699128ms
 4287)      5             3            42610             1904ms          21699178ms      21701082ms
 4288)      5             3             9593             6156ms          21701132ms      21707288ms
 4289)      5             3            36073             9709ms          21707338ms      21717047ms
 4290)      5             3            21799             3157ms          21717097ms      21720254ms
 4291)      5             3             2298             8070ms          21720304ms      21728374ms
 4292)      5             3             9200             1288ms          21728424ms      21729712ms
 4293)      5             3            59662             7163ms          21729762ms      21736925ms
 4294)      5             3            11078             5320ms          21736975ms      21742295ms
 4295)      5             3            46126             2781ms          21742345ms      21745126ms
 4296)      5             3            47562             2043ms          21745176ms      21747219ms
 4297)      5             3             8775             5372ms          21747269ms      21752641ms
 4298)      5             3            51743             5423ms          21752691ms      21758114ms
 4299)      5             3             8760             4044ms          21758164ms      21762208ms
 4300)      5             3             2667              259ms          21762258ms      21762517ms
 4301)      5             3            64464             1880ms          21762567ms      21764447ms
 4302)      5             3            47249             8628ms          21764497ms      21773125ms
 4303)      5             3            25306             5959ms          21773175ms      21779134ms
 4304)      5             3            62062             4432ms          21779184ms      21783616ms
 4305)      5             3            29225             7957ms          21783666ms      21791623ms
 4306)      5             3            51976             5354ms          21791673ms      21797027ms
 4307)      5             3            48555             1306ms          21797077ms      21798383ms
 4308)      5             3            18844              532ms          21798433ms      21798965ms
 4309)      5             3            37297             8003ms          21799015ms      21807018ms
 4310)      5             3            44598             1807ms          21807068ms      21808875ms
 4311)      5             3            27329             1629ms          21808925ms      21810554ms
 4312)      5             4            63808             5091ms          21810604ms      21815695ms
 4313)      5             4            30478             3506ms          21815745ms      21819251ms
 4314)      5             4            46526             9989ms          21819301ms      21829290ms
 4315)      5             4            46007             1714ms          21829340ms      21831054ms
 4316)      5             4            35030             4432ms          21831104ms      21835536ms
 4317)      5             4            38966             6714ms          21835586ms      21842300ms
 4318)      5             4            28219             2399ms          21842350ms      21844749ms
 4319)      5             4            30472             5991ms          21844799ms      21850790ms
 4320)      5             4            59390             8012ms          21850840ms      21858852ms
 4321)      5             4             5197             5035ms          21858902ms      21863937ms
 4322)      5             4             7736             7213ms          21863987ms      21871200ms
 4323)      5             4            40428             7313ms          21871250ms      21878563ms
 4324)      5             4             5946             4102ms          21878613ms      21882715ms
 4325)      5             4             5733             2726ms          21882765ms      21885491ms
 4326)      5             4             6156             9008ms          21885541ms      21894549ms
 4327)      5             4            33108             3614ms          21894599ms      21898213ms
 4328)      5             4            48553             7651ms          21898263ms      21905914ms
 4329)      5             4            59340             2184ms          21905964ms      21908148ms
 4330)      5             4            33117             5782ms          21908198ms      21913980ms
 4331)      5             4            30559             5701ms          21914030ms      21919731ms
 4332)      5             4            60009             2267ms          21919781ms      21922048ms
 4333)      5             4            35227             7853ms          21922098ms      21929951ms
 4334)      5             4            40269             5476ms          21930001ms      21935477ms
 4335)      5             4            20348             9767ms          21935527ms      21945294ms
 4336)      5             4            37372             4042ms          21945344ms      21949386ms
 4337)      5             4            30941              491ms          21949436ms      21949927ms
 4338)      5             4            24681             5868ms          21949977ms      21955845ms
 4339)      5             4            53332             2089ms          21955895ms      21957984ms
 4340)      5             4            28655             6120ms          21958034ms      21964154ms
 4341)      5             4            40897             9077ms          21964204ms      21973281ms
 4342)      5             4            43442             9980ms          21973331ms      21983311ms
 4343)      5             4             6612             6300ms          21983361ms      21989661ms
 4344)      5             4            44022             4657ms          21989711ms      21994368ms
 4345)      5             4            58792             4451ms          21994418ms      21998869ms
 4346)      5             4            28001             1641ms          21998919ms      22000560ms
 4347)      5             4            51896             5154ms          22000610ms      22005764ms
 4348)      5             4            29345             7897ms          22005814ms      22013711ms
 4349)      5             4            22703             9079ms          22013761ms      22022840ms
 4350)      5             4            48136             8200ms          22022890ms      22031090ms
 4351)      5             4            41984             9376ms          22031140ms      22040516ms
 4352)      5             4            36910             7775ms          22040566ms      22048341ms
 4353)      5             4            31119             6507ms          22048391ms      22054898ms
 4354)      5             4            18470             9062ms          22054948ms      22064010ms
 4355)      5             4            38937              178ms          22064060ms      22064238ms
 4356)      5             4             6689             4932ms          22064288ms      22069220ms
 4357)      5             4            41573             3734ms          22069270ms      22073004ms
 4358)      5             4            15555             8370ms          22073054ms      22081424ms
 4359)      5             4             3060             5577ms          22081474ms      22087051ms
 4360)      5             4            31501             2585ms          22087101ms      22089686ms
 4361)      5             4            10908             9200ms          22089736ms      22098936ms
 4362)      5             4             1441             4194ms          22098986ms      22103180ms
 4363)      5             4            64228             6424ms          22103230ms      22109654ms
 4364)      5             4            35770             1102ms          22109704ms      22110806ms
 4365)      5             4            25550              813ms          22110856ms      22111669ms
 4366)      5             4            29582             3713ms          22111719ms      22115432ms
 4367)      5             4            22833             5850ms          22115482ms      22121332ms
 4368)      5             4            61930             4884ms          22121382ms      22126266ms
 4369)      5             4            23714             1171ms          22126316ms      22127487ms
 4370)      5             4            13735             4508ms          22127537ms      22132045ms
 4371)      5             4            32199             4559ms          22132095ms      22136654ms
 4372)      5             4             8189             5808ms          22136704ms      22142512ms
 4373)      5             4            61904             5442ms          22142562ms      22148004ms
 4374)      5             4            61230             6292ms          22148054ms      22154346ms
 4375)      5             4            50578             6818ms          22154396ms      22161214ms
 4376)      5             4            11073              347ms          22161264ms      22161611ms
 4377)      5             4            21784             5314ms          22161661ms      22166975ms
 4378)      5             4            18966             5385ms          22167025ms      22172410ms
 4379)      5             4            37351             3588ms          22172460ms      22176048ms
 4380)      5             4            62676             7230ms          22176098ms      22183328ms
 4381)      5             4            57198             4867ms          22183378ms      22188245ms
 4382)      5             4            26333             7420ms          22188295ms      22195715ms
 4383)      5             4            27849             6644ms          22195765ms      22202409ms
 4384)      5             4            40130             3875ms          22202459ms      22206334ms
 4385)      5             4            11129             9371ms          22206384ms      22215755ms
 4386)      5             4            33542             4014ms          22215805ms      22219819ms
 4387)      5             4             4868             7706ms          22219869ms      22227575ms
 4388)      5             4             4618             2143ms          22227625ms      22229768ms
 4389)      5             4            21452              573ms          22229818ms      22230391ms
 4390)      5             4            27863             5224ms          22230441ms      22235665ms
 4391)      5             4            49590             7388ms          22235715ms      22243103ms
 4392)      5             4            33677             9694ms          22243153ms      22252847ms
 4393)      5             4            41600             8026ms          22252897ms      22260923ms
 4394)      5             4            14587              747ms          22260973ms      22261720ms
 4395)      5             4            63911             1986ms          22261770ms      22263756ms
 4396)      5             4            40686             5465ms          22263806ms      22269271ms
 4397)      5             4            48430             1061ms          22269321ms      22270382ms
 4398)      5             4            60586             3578ms          22270432ms      22274010ms
 4399)      5             4            48069             9834ms          22274060ms      22283894ms
 4400)      5             4            10298             5054ms          22283944ms      22288998ms
 4401)      5             4            30941             7329ms          22289048ms      22296377ms
 4402)      5             4            13465             6055ms          22296427ms      22302482ms
 4403)      5             4            47399             9981ms          22302532ms      22312513ms
 4404)      5             4            59300             9981ms          22312563ms      22322544ms
 4405)      5             4            39587             2681ms          22322594ms      22325275ms
 4406)      5             4            52071             8947ms          22325325ms      22334272ms
 4407)      5             5            59506             3808ms          22334322ms      22338130ms
 4408)      5             5            48412             4138ms          22338180ms      22342318ms
 4409)      5             5            25890             9727ms          22342368ms      22352095ms
 4410)      5             5            44364             2526ms          22352145ms      22354671ms
 4411)      5             5             8532             9579ms          22354721ms      22364300ms
 4412)      5             5            58312              618ms          22364350ms      22364968ms
 4413)      5             5            45212             6010ms          22365018ms      22371028ms
 4414)      5             5             8748             4499ms          22371078ms      22375577ms
 4415)      5             5             6803             1439ms          22375627ms      22377066ms
 4416)      5             5             7295             6444ms          22377116ms      22383560ms
 4417)      5             5            43348             1196ms          22383610ms      22384806ms
 4418)      5             5            42538             3917ms          22384856ms      22388773ms
 4419)      5             5            54088             1577ms          22388823ms      22390400ms
 4420)      5             5            31186             6231ms          22390450ms      22396681ms
 4421)      5             5            32534             9648ms          22396731ms      22406379ms
 4422)      5             5            62397             8733ms          22406429ms      22415162ms
 4423)      5             5            10525             9194ms          22415212ms      22424406ms
 4424)      5             5            23371             8074ms          22424456ms      22432530ms
 4425)      5             5            61792             1113ms          22432580ms      22433693ms
 4426)      5             5            49880             5908ms          22433743ms      22439651ms
 4427)      5             5            64765             2365ms          22439701ms      22442066ms
 4428)      5             5            59212             4268ms          22442116ms      22446384ms
 4429)      5             5            56664             5984ms          22446434ms      22452418ms
 4430)      5             5            64329             6741ms          22452468ms      22459209ms
 4431)      5             5            58047             1763ms          22459259ms      22461022ms
 4432)      5             5            55773             5224ms          22461072ms      22466296ms
 4433)      5             5            53791             3145ms          22466346ms      22469491ms
 4434)      5             5            25630             7736ms          22469541ms      22477277ms
 4435)      5             5            16200             3152ms          22477327ms      22480479ms
 4436)      5             5            37553             7509ms          22480529ms      22488038ms
 4437)      5             5            45921             7261ms          22488088ms      22495349ms
 4438)      5             5            30851              382ms          22495399ms      22495781ms
 4439)      5             5            38131             1625ms          22495831ms      22497456ms
 4440)      5             5            53089             1893ms          22497506ms      22499399ms
 4441)      5             5            34433             6829ms          22499449ms      22506278ms
 4442)      5             5            17937             5670ms          22506328ms      22511998ms
 4443)      5             5             7115             5708ms          22512048ms      22517756ms
 4444)      5             5            31166             4381ms          22517806ms      22522187ms
 4445)      5             5            47243             9424ms          22522237ms      22531661ms
 4446)      5             5            47371             4449ms          22531711ms      22536160ms
 4447)      5             5            20849               64ms          22536210ms      22536274ms
 4448)      5             5            25707              450ms          22536324ms      22536774ms
 4449)      5             5            29745              178ms          22536824ms      22537002ms
 4450)      5             5            40792             3233ms          22537052ms      22540285ms
 4451)      5             5            33744             3244ms          22540335ms      22543579ms
 4452)      5             5            59599             3259ms          22543629ms      22546888ms
 4453)      5             5            62120             2177ms          22546938ms      22549115ms
 4454)      5             5            14877             9872ms          22549165ms      22559037ms
 4455)      5             5            22116               57ms          22559087ms      22559144ms
 4456)      5             5            21723             9173ms          22559194ms      22568367ms
 4457)      5             5             5211              411ms          22568417ms      22568828ms
 4458)      5             5             5559             5113ms          22568878ms      22573991ms
 4459)      5             5            54001             4108ms          22574041ms      22578149ms
 4460)      5             5            35552             7266ms          22578199ms      22585465ms
 4461)      5             5            13475             7359ms          22585515ms      22592874ms
 4462)      5             5            28685             6774ms          22592924ms      22599698ms
 4463)      5             5            21034             2469ms          22599748ms      22602217ms
 4464)      5             5            54359             7677ms          22602267ms      22609944ms
 4465)      5             5            27006             3847ms          22609994ms      22613841ms
 4466)      5             5              195             2116ms          22613891ms      22616007ms
 4467)      5             5            34099             5838ms          22616057ms      22621895ms
 4468)      5             5            16588              719ms          22621945ms      22622664ms
 4469)      5             5            10782             1982ms          22622714ms      22624696ms
 4470)      5             5            59453             3205ms          22624746ms      22627951ms
 4471)      5             5            26203             9162ms          22628001ms      22637163ms
 4472)      5             5            19766             5984ms          22637213ms      22643197ms
 4473)      5             5            64462             3603ms          22643247ms      22646850ms
 4474)      5             5            12271             8499ms          22646900ms      22655399ms
 4475)      5             5            36064             5199ms          22655449ms      22660648ms
 4476)      5             5            23145             9194ms          22660698ms      22669892ms
 4477)      5             5            29064             1468ms          22669942ms      22671410ms
 4478)      5             5             7978             2389ms          22671460ms      22673849ms
 4479)      5             5            56637             9975ms          22673899ms      22683874ms
 4480)      5             5            27315              886ms          22683924ms      22684810ms
 4481)      5             5            34321             2048ms          22684860ms      22686908ms
 4482)      5             5            63114             1131ms          22686958ms      22688089ms
 4483)      5             5            59113             4641ms          22688139ms      22692780ms
 4484)      5             5            25521              640ms          22692830ms      22693470ms
